mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	crescendo_hairpin	decrescendo_hairpin
42	41	441/4	441/4	0.125	5/16	5/16	Chord	2/4	1	2	1/32		1/32	1	682												
42	41	883/8	883/8	0.125	11/32	11/32	Chord	2/4	1	2	1/32		1/32	1	683												
42	41	221/2	221/2	0.125	3/8	3/8	Chord	2/4	1	2	1/32		1/32	1	684												
42	41	885/8	885/8	0.125	13/32	13/32	Chord	2/4	1	2	1/32		1/32	1	685												
42	41	443/4	443/4	0.125	7/16	7/16	Chord	2/4	1	2	1/32		1/32	1	686												
42	41	887/8	887/8	0.125	15/32	15/32	Chord	2/4	1	2	1/32		1/32	1	687												
42	41	873/8	873/8	0.5	1/32	1/32	Chord	2/4	1	3	1/8		1/8	1	688												
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.0	0	0	Spanner	2/4	2	1	0													129			
42	41	109	109	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	689									129			
42	41	219/2	219/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	690									129			
42	41	439/4	439/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	691												
42	41	441/4	441/4	0.0	5/16	5/16	Chord	2/4	2	1	0	grace16	1/16	1	692									131			
42	41	441/4	441/4	0.0	5/16	5/16	Chord	2/4	2	1	0	grace16	1/16	1	693									131			
42	41	441/4	441/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8		1/8	1	694									131			
42	41	443/4	443/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	695												
42	41	109	109	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	696												
43	42	111	111	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	697		articTenutoAbove										
43	42	111	111	0.125	0	0	Chord	2/4	1	2	1/32		1/32	1	698									132			
43	42	889/8	889/8	0.125	1/32	1/32	Chord	2/4	1	2	1/32		1/32	1	699									132			
43	42	445/4	445/4	0.125	1/16	1/16	Chord	2/4	1	2	1/32		1/32	1	700									132			
43	42	891/8	891/8	0.125	3/32	3/32	Chord	2/4	1	2	1/32		1/32	1	701									132			
43	42	223/2	223/2	0.125	1/8	1/8	Chord	2/4	1	2	1/32		1/32	1	702									132			
43	42	893/8	893/8	0.125	5/32	5/32	Chord	2/4	1	2	1/32		1/32	1	703									132			
43	42	447/4	447/4	0.125	3/16	3/16	Chord	2/4	1	2	1/32		1/32	1	704									132			
43	42	895/8	895/8	0.125	7/32	7/32	Chord	2/4	1	2	1/32		1/32	1	705									132			
43	42	112	112	0.125	1/4	1/4	Chord	2/4	1	2	1/32		1/32	1	706									132			
43	42	897/8	897/8	0.125	9/32	9/32	Chord	2/4	1	2	1/32		1/32	1	707									132			
43	42	449/4	449/4	0.125	5/16	5/16	Chord	2/4	1	2	1/32		1/32	1	708									132			
43	42	899/8	899/8	0.125	11/32	11/32	Chord	2/4	1	2	1/32		1/32	1	709									132			
43	42	225/2	225/2	0.125	3/8	3/8	Chord	2/4	1	2	1/32		1/32	1	710									132			
43	42	901/8	901/8	0.125	13/32	13/32	Chord	2/4	1	2	1/32		1/32	1	711									132			
43	42	451/4	451/4	0.125	7/16	7/16	Chord	2/4	1	2	1/32		1/32	1	712									132			
43	42	903/8	903/8	0.125	15/32	15/32	Chord	2/4	1	2	1/32		1/32	1	713												
43	42	111	111	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	714									133			
43	42	223/2	223/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	715									133			
43	42	447/4	447/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	716									133			
43	42	112	112	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	717									133			
43	42	449/4	449/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	718									133			
43	42	225/2	225/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	719									133			
43	42	451/4	451/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	720												
43	42	111	111	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	721									134			
44	43	113	113	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	722									135			
44	43	905/8	905/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	723									135			
44	43	453/4	453/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	724									135			
44	43	907/8	907/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	725									135			
44	43	227/2	227/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	726									135			
44	43	909/8	909/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	727									135			
44	43	455/4	455/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	728									135			
44	43	911/8	911/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	729									135			
44	43	114	114	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	730									135			
44	43	913/8	913/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	731									135			
44	43	457/4	457/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	732									135			
44	43	915/8	915/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	733									135			
44	43	229/2	229/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	734									135			
44	43	917/8	917/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	735												
44	43	113	113	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	736												
44	43	227/2	227/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	737		articTenutoBelow										
44	43	455/4	455/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	738		articTenutoBelow										
44	43	114	114	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	739		articTenutoBelow										
44	43	457/4	457/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	740		articTenutoBelow										
44	43	229/2	229/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	741		articTenutoBelow										
44	43	459/4	459/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	742		articTenutoBelow										
44	43	113	113	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>poco calando"									
44	43	113	113	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	743												
44	43	453/4	453/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16		1/8	3/2	744												
44	43	113	113	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	745												
45	44	115	115	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>sempre più languido"									
45	44	115	115	0.0	0	0	Spanner	2/4	1	1	0																18
45	44	115	115	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	746												18
45	44	461/4	461/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	747									136			18
45	44	116	116	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	748									136			18
45	44	233/2	233/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	749												18
45	44	115	115	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	750												18
45	44	115	115	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	751		articAccentAbove							137			
45	44	231/2	231/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	752									137			
45	44	463/4	463/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	753												
45	44	465/4	465/4	0.0	5/16	5/16	Chord	2/4	2	1	0	acciaccatura	1/8	1	754												
45	44	465/4	465/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8		1/8	1	755									138			
45	44	467/4	467/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	756									138			
46	45	117	117	0.0	0	0	Spanner	2/4	1	1	0																
46	45	469/4	469/4	0.0	1/16	1/16	Spanner	2/4	1	1	0																19
46	45	469/4	469/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	757									139			19
46	45	118	118	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	758									139			19
46	45	237/2	237/2	0.0	3/8	3/8	Spanner	2/4	1	1	0																
46	45	237/2	237/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	759												
46	45	117	117	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	760									138			
46	45	235/2	235/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	761									138			
46	45	471/4	471/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	762												
46	45	473/4	473/4	0.0	5/16	5/16	Chord	2/4	2	1	0	acciaccatura	1/8	1	763												
46	45	473/4	473/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8		1/8	1	764									140			
46	45	475/4	475/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	765									140			
47	46	477/4	477/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	766												
47	46	120	120	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	767												
47	46	119	119	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	768												
47	46	239/2	239/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	769									141			
47	46	479/4	479/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	770									141			
47	46	120	120	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	771									141			
47	46	481/4	481/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	772									141			
47	46	241/2	241/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	773									141			
47	46	483/4	483/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	774												
48	47	121	121	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	775												
48	47	487/4	487/4	0.75	3/16	3/16	Chord	2/4	1	1	3/16		1/8	3/2	776												
48	47	245/2	245/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	777												
48	47	121	121	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	778									142			
48	47	485/4	485/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	779												
48	47	243/2	243/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	780									143			
48	47	122	122	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	781												
48	47	489/4	489/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8		1/8	1	782									144			
48	47	491/4	491/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	783									144			
48	47	983/8	983/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	784									144			
49	48	123	123	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	785												
49	48	247/2	247/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	786									145			
49	48	124	124	0.0	1/4	1/4	Spanner	2/4	1	1	0													145			20
49	48	124	124	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	787									145			20
49	48	497/4	497/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	788									145			20
49	48	995/8	995/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	789									145			20
49	48	249/2	249/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	790									145			20
49	48	499/4	499/4	0.0	7/16	7/16	Spanner	2/4	1	1	0													145			
49	48	499/4	499/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	791									145			
49	48	495/4	495/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	792												
49	48	124	124	0.75	1/4	1/4	Chord	2/4	1	2	3/16		1/8	3/2	793												
49	48	499/4	499/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	794												
49	48	123	123	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	795									144			
49	48	493/4	493/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	796												
50	49	125	125	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	797									145			
50	49	501/4	501/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	798												
50	49	251/2	251/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	799									146			
50	49	126	126	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	800									146			
50	49	505/4	505/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	801									146			
50	49	1011/8	1011/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	802									146			
50	49	253/2	253/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	803									146			
50	49	507/4	507/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	804									146			
50	49	501/4	501/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	805												
50	49	251/2	251/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	806												
50	49	126	126	0.75	1/4	1/4	Chord	2/4	1	2	3/16		1/8	3/2	807												
50	49	507/4	507/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	808												
50	49	505/4	505/4	0.5	5/16	5/16	Chord	2/4	1	3	1/8		1/8	1	809												
50	49	507/4	507/4	0.25	7/16	7/16	Chord	2/4	1	3	1/16		1/16	1	810												
50	49	125	125	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	811		articAccentBelow							147			
50	49	251/2	251/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	812									147			
50	49	503/4	503/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	813												
50	49	505/4	505/4	0.0	5/16	5/16	Chord	2/4	2	1	0	acciaccatura	1/8	1	814									148			
50	49	505/4	505/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8		1/8	1	815									148			
50	49	507/4	507/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	816									148			
51	50	127	127	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	817												
51	50	128	128	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	818												
51	50	127	127	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	819												
51	50	509/4	509/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	820												
51	50	127	127	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	821												
51	50	255/2	255/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	822									149			
51	50	511/4	511/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	823									149			
51	50	128	128	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	824									149			
51	50	513/4	513/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	825									149			
51	50	257/2	257/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	826									149			
51	50	515/4	515/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	827												
52	51	129	129	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	828									150			
52	51	519/4	519/4	0.75	3/16	3/16	Chord	2/4	1	1	3/16		1/8	3/2	829									150			
52	51	261/2	261/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	830									150			
52	51	129	129	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	831									151			
52	51	517/4	517/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	832												
52	51	259/2	259/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	833									152			
52	51	130	130	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	834												
52	51	521/4	521/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8		1/8	1	835									153			
52	51	523/4	523/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	836									153			
52	51	1047/8	1047/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	837									153			
53	52	131	131	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	838												
53	52	263/2	263/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	839									154			
53	52	527/4	527/4	0.0	3/16	3/16	Spanner	2/4	1	1	0													154			21
53	52	132	132	0.0	1/4	1/4	StaffText	2/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>slentando"						154			21
53	52	132	132	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	840									154			21
53	52	529/4	529/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	841									154			21
53	52	1059/8	1059/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	842									154			21
53	52	265/2	265/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	843									154			21
53	52	531/4	531/4	0.0	7/16	7/16	Spanner	2/4	1	1	0													154			
53	52	531/4	531/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	844									154			
53	52	527/4	527/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	845												
53	52	132	132	0.75	1/4	1/4	Chord	2/4	1	2	3/16		1/8	3/2	846												
53	52	531/4	531/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	847												
53	52	131	131	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	848									153			
53	52	525/4	525/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	849												
54	53	133	133	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	850									154			
54	53	533/4	533/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	851												
54	53	267/2	267/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	852									155			
54	53	134	134	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	853									155			
54	53	537/4	537/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	854									155			
54	53	1075/8	1075/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	855									155			
54	53	269/2	269/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	856									155			
54	53	539/4	539/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	857									155			
54	53	533/4	533/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	858												
54	53	267/2	267/2	0.75	1/8	1/8	Chord	2/4	1	2	3/16		1/8	3/2	859												
54	53	537/4	537/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	860												
54	53	539/4	539/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	861												
54	53	133	133	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	862		articAccentBelow							156			
54	53	267/2	267/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	863									156			
54	53	535/4	535/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	864												
54	53	537/4	537/4	0.0	5/16	5/16	Chord	2/4	2	1	0	acciaccatura	1/8	1	865												
54	53	537/4	537/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8		1/8	1	866									157			
54	53	539/4	539/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	867									157			
55	54	135	135	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	868												
55	54	135	135	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	869												
55	54	541/4	541/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	870												
55	54	136	136	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	871												
55	54	547/4	547/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	872												
55	54	135	135	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>morendo"									
55	54	135	135	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	873												
55	54	271/2	271/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	874									158			
55	54	543/4	543/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	875												
55	54	136	136	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	876												
55	54	545/4	545/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	877									159			
55	54	273/2	273/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	878												
56	55	137	137	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	879												
56	55	277/2	277/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					p											
56	55	277/2	277/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	880									160			
56	55	1111/8	1111/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	881									160			
56	55	275/2	275/2	0.0	1/8	1/8	Chord	2/4	1	2	0	acciaccatura	1/8	1	882												
56	55	275/2	275/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	883												
56	55	137	137	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	884												
56	55	275/2	275/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					pp											
56	55	275/2	275/2	0.0	1/8	1/8	Chord	2/4	2	1	0	acciaccatura	1/8	1	885												
56	55	275/2	275/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	886												
57	56	139	139	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>Tempo I (<font size=""10.2313""/><font face=""Opus Text Std""/>e<font size=""10.2313""/><font face=""Plantin MT Std""/>=<font size=""10.2313""/><font face=""Opus Text Std""/>q<font size=""10.2313""/><font face=""Plantin MT Std""/>)"									
57	56	140	140	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	887												
57	56	141	141	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	888												
57	56	142	142	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	889												
57	56	139	139	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	890												
57	56	140	140	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	891												
57	56	141	141	0.75	1/2	1/2	Chord	4/4	1	2	3/16		1/8	3/2	892									161			
57	56	567/4	567/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	893									161			
57	56	142	142	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	894												
57	56	140	140	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	895												
57	56	141	141	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	896												
57	56	142	142	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	897												
58	57	579/4	579/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	898												
58	57	145	145	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	899									162			
58	57	146	146	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	900												
58	57	143	143	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	901												
58	57	145	145	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	902									163			
58	57	146	146	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	903												
58	57	144	144	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	904												
58	57	144	144	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	905												
58	57	144	144	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	906												
58	57	144	144	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	907												
58	57	144	144	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	908												
58	57	144	144	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	909												
58	57	144	144	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	910												
58	57	144	144	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	911												
58	57	289/2	289/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	912												
58	57	145	145	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	913									164			
58	57	146	146	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	914												
59	58	147	147	0.0	0	0	Dynamic	4/4	1	1	0					sf											
59	58	147	147	0.0	0	0	Spanner	4/4	1	1	0																
59	58	147	147	0.0	0	0	Spanner	4/4	1	1	0																
59	58	147	147	0.0	0	0	Spanner	4/4	1	1	0															7	
59	58	147	147	0.0	0	0	Spanner	4/4	1	1	0															7	22
59	58	147	147	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	915											7	22
59	58	147	147	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	916											7	22
59	58	147	147	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	917											7	22
59	58	147	147	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	918											7	22
59	58	147	147	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	919											7	22
59	58	589/4	589/4	0.0	1/16	1/16	Spanner	4/4	1	1	0																22
59	58	1179/8	1179/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	920		articStaccatoBelow										22
