mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	Trill:trill
66	64	128	130	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1010									120						
66	64	253/2	257/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1011															
66	64	127	129	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1012															
66	64	255/2	259/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1013															
66	64	128	130	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1014															
66	64	253/2	257/2	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>cantabile"						121						
66	64	253/2	257/2	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1015									121						
66	64	128	130	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1016									121						
66	64	253/2	257/2	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1017															
66	64	127	129	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1018															
66	64	255/2	259/2	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1019															
66	64	128	130	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1020															
67	65	257/2	261/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1021									120						
67	65	129	131	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1022									120						
67	65	259/2	263/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1023															
67	65	257/2	261/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1024															
67	65	129	131	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1025															
67	65	259/2	263/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1026															
67	65	130	132	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1027															
67	65	257/2	261/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1028									121						
67	65	129	131	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1029									121						
67	65	259/2	263/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1030															
67	65	257/2	261/2	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1031															
67	65	129	131	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1032															
67	65	259/2	263/2	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1033															
67	65	130	132	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1034															
68	66	261/2	265/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1035									122						
68	66	131	133	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1036									122						
68	66	263/2	267/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1037									122						
68	66	132	134	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1038									122						
68	66	261/2	265/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1039															
68	66	131	133	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1040															
68	66	263/2	267/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1041															
68	66	132	134	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1042															
68	66	261/2	265/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1043									123						
68	66	131	133	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1044									123						
68	66	263/2	267/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1045									123						
68	66	132	134	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1046									123						
68	66	261/2	265/2	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1047															
68	66	131	133	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1048															
68	66	263/2	267/2	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1049															
68	66	132	134	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1050															
69	67	265/2	269/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1051									122						
69	67	133	135	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1052									122						
69	67	267/2	271/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1053															
69	67	265/2	269/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1054															
69	67	133	135	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1055															
69	67	267/2	271/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1056															
69	67	134	136	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1057															
69	67	265/2	269/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1058									123						
69	67	133	135	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1059									123						
69	67	267/2	271/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1060															
69	67	265/2	269/2	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1061															
69	67	133	135	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1062															
69	67	267/2	271/2	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1063															
69	67	134	136	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1064															
70	68	269/2	273/2	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>diminuendo"												
70	68	269/2	273/2	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1065									124						
70	68	136	138	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1066									124						
70	68	269/2	273/2	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	1067															
70	68	539/4	547/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	1068															
70	68	135	137	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1069															
70	68	541/4	549/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1070															
70	68	271/2	275/2	0.25		1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1071															
70	68	543/4	551/4	0.75		5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	1072															
70	68	269/2	273/2	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1073									125						
70	68	136	138	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1074									125						
70	68	269/2	273/2	0.25		0	0	Chord	2/4	2	2	1/16		1/16	1	1075															
70	68	539/4	547/4	0.25		1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1076															
70	68	135	137	0.25		1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1077															
70	68	541/4	549/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1078															
70	68	271/2	275/2	0.25		1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1079															
70	68	543/4	551/4	0.75		5/16	5/16	Chord	2/4	2	2	3/16		1/8	3/2	1080															
71	69	273/2	277/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1081									124						
71	69	137	139	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1082									124						
71	69	138	140	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1083									124						
71	69	273/2	277/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1084															
71	69	137	139	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1085															
71	69	275/2	279/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1086															
71	69	138	140	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1087															
71	69	273/2	277/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1088									125						
71	69	137	139	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1089									125						
71	69	138	140	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1090									125						
71	69	273/2	277/2	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1091															
71	69	137	139	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1092															
71	69	275/2	279/2	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1093															
71	69	138	140	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1094															
72	70	277/2	281/2	0.0		0	0	Dynamic	2/4	1	1	0					p								124						
72	70	277/2	281/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1095									124						
72	70	139	141	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1096									124						
72	70	279/2	283/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1097									124						
72	70	140	142	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1098															
72	70	277/2	281/2	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	1099															
72	70	140	142	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1100															
72	70	277/2	281/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1101									125						
72	70	139	141	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1102									125						
72	70	279/2	283/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1103									125						
72	70	140	142	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1104															
72	70	277/2	281/2	1.5		0	0	Chord	2/4	2	2	3/8		1/4	3/2	1105															
72	70	140	142	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1106															
73	71	141	143	0.0		1/8	1/8	StaffText	2/4	1	1	0							rinforz.												
73	71	141	143	0.08333333333333333		1/8	1/8	Chord	2/4	1	1	1/48		1/32	2/3	1107									126						
73	71	1693/12	1717/12	0.08333333333333333		7/48	7/48	Chord	2/4	1	1	1/48		1/32	2/3	1108									126						
73	71	847/6	859/6	0.08333333333333333		1/6	1/6	Chord	2/4	1	1	1/48		1/32	2/3	1109									126						
73	71	565/4	573/4	0.08333333333333333		3/16	3/16	Chord	2/4	1	1	1/48		1/32	2/3	1110									126						
73	71	424/3	430/3	0.08333333333333333		5/24	5/24	Chord	2/4	1	1	1/48		1/32	2/3	1111									126						
73	71	1697/12	1721/12	0.08333333333333333		11/48	11/48	Chord	2/4	1	1	1/48		1/32	2/3	1112									126						
73	71	283/2	287/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1113															
73	71	142	144	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1114		articAccentAbove													
73	71	141	143	0.0		1/8	1/8	Spanner	2/4	2	1	0																	5		
73	71	141	143	0.08333333333333333		1/8	1/8	Chord	2/4	2	1	1/48		1/32	2/3	1115									127				5		
73	71	1693/12	1717/12	0.08333333333333333		7/48	7/48	Chord	2/4	2	1	1/48		1/32	2/3	1116									127				5		
73	71	847/6	859/6	0.08333333333333333		1/6	1/6	Chord	2/4	2	1	1/48		1/32	2/3	1117									127				5		
73	71	565/4	573/4	0.08333333333333333		3/16	3/16	Chord	2/4	2	1	1/48		1/32	2/3	1118									127				5		
73	71	424/3	430/3	0.08333333333333333		5/24	5/24	Chord	2/4	2	1	1/48		1/32	2/3	1119									127				5		
73	71	1697/12	1721/12	0.08333333333333333		11/48	11/48	Chord	2/4	2	1	1/48		1/32	2/3	1120									127				5		
73	71	283/2	287/2	0.0		1/4	1/4	Spanner	2/4	2	1	0																			
73	71	283/2	287/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1121															
73	71	142	144	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1122		articAccentAbove													
74	72	285/2	289/2	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>cantando"												
74	72	285/2	289/2	0.0		0	0	Dynamic	2/4	1	1	0					p														
74	72	285/2	289/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1123									128						
74	72	143	145	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1124									128						
74	72	287/2	291/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1125									128						
74	72	144	146	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1126															
74	72	571/4	579/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1127									129						
74	72	143	145	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1128									129						
74	72	573/4	581/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1129									129						
74	72	287/2	291/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1130									129						
74	72	575/4	583/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1131									129						
74	72	144	146	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1132									129						
74	72	577/4	585/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1133															
75	73	145	147	0.0		1/8	1/8	StaffText	2/4	1	1	0							rinforz.												
75	73	145	147	0.08333333333333333		1/8	1/8	Chord	2/4	1	1	1/48		1/32	2/3	1134									130						
75	73	1741/12	1765/12	0.08333333333333333		7/48	7/48	Chord	2/4	1	1	1/48		1/32	2/3	1135									130						
75	73	871/6	883/6	0.08333333333333333		1/6	1/6	Chord	2/4	1	1	1/48		1/32	2/3	1136									130						
75	73	581/4	589/4	0.08333333333333333		3/16	3/16	Chord	2/4	1	1	1/48		1/32	2/3	1137									130						
75	73	436/3	442/3	0.08333333333333333		5/24	5/24	Chord	2/4	1	1	1/48		1/32	2/3	1138									130						
75	73	1745/12	1769/12	0.08333333333333333		11/48	11/48	Chord	2/4	1	1	1/48		1/32	2/3	1139									130						
75	73	291/2	295/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1140															
75	73	146	148	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1141		articAccentAbove													
75	73	145	147	0.0		1/8	1/8	Spanner	2/4	2	1	0																	6		
75	73	145	147	0.08333333333333333		1/8	1/8	Chord	2/4	2	1	1/48		1/32	2/3	1142									131				6		
75	73	1741/12	1765/12	0.08333333333333333		7/48	7/48	Chord	2/4	2	1	1/48		1/32	2/3	1143									131				6		
75	73	871/6	883/6	0.08333333333333333		1/6	1/6	Chord	2/4	2	1	1/48		1/32	2/3	1144									131				6		
75	73	581/4	589/4	0.08333333333333333		3/16	3/16	Chord	2/4	2	1	1/48		1/32	2/3	1145									131				6		
75	73	436/3	442/3	0.08333333333333333		5/24	5/24	Chord	2/4	2	1	1/48		1/32	2/3	1146									131				6		
75	73	1745/12	1769/12	0.08333333333333333		11/48	11/48	Chord	2/4	2	1	1/48		1/32	2/3	1147									131				6		
75	73	291/2	295/2	0.0		1/4	1/4	Spanner	2/4	2	1	0																			
75	73	291/2	295/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1148															
75	73	146	148	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1149		articAccentAbove													
76	74	293/2	297/2	0.0		0	0	Dynamic	2/4	1	1	0					p														
76	74	293/2	297/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1150									132						
76	74	147	149	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1151									132						
76	74	295/2	299/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1152									132						
76	74	148	150	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1153															
76	74	148	150	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1154															
76	74	587/4	595/4	0.25		1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1155															
76	74	147	149	0.25		1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1156															
76	74	589/4	597/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1157															
76	74	295/2	299/2	0.25		1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1158															
76	74	591/4	599/4	0.25		5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1159															
76	74	148	150	0.25		3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1160															
76	74	593/4	601/4	0.25		7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1161									133						
76	74	587/4	595/4	1.75		1/16	1/16	Chord	2/4	2	3	7/16		1/4	7/4	1162															
77	75	150	152	0.0		3/8	3/8	StaffText	2/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>crescendo"												
77	75	150	152	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1163									134						
77	75	297/2	301/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1164															
77	75	149	151	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1165															
77	75	299/2	303/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1166															
77	75	150	152	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1167															
77	75	595/4	603/4	1.75		1/16	1/16	Chord	2/4	2	1	7/16		1/4	7/4	1168															
77	75	595/4	603/4	0.25		1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1169									133, 135						
77	75	149	151	0.25		1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1170									133, 135						
77	75	597/4	605/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1171									133, 135						
77	75	299/2	303/2	0.25		1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1172									133, 135						
77	75	599/4	607/4	0.25		5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1173									133, 135						
77	75	150	152	0.25		3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1174									135						
77	75	601/4	609/4	0.25		7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1175															
78	76	301/2	305/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1176									134						
78	76	151	153	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1177									134						
78	76	303/2	307/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1178									134						
78	76	152	154	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1179															
78	76	152	154	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1180															
78	76	603/4	611/4	0.25		1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1181									136						
78	76	151	153	0.25		1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1182									136						
78	76	605/4	613/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1183									136						
78	76	303/2	307/2	0.25		1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1184									136						
78	76	607/4	615/4	0.25		5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1185									136						
78	76	152	154	0.25		3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1186									136						
78	76	609/4	617/4	0.25		7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1187															
79	77	154	156	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1188									137						
79	77	305/2	309/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1189									138						
79	77	153	155	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1190									138						
79	77	307/2	311/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1191									138						
79	77	154	156	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1192															
79	77	611/4	619/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1193									139						
79	77	153	155	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1194									139						
79	77	613/4	621/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1195									139						
79	77	307/2	311/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1196									139						
79	77	615/4	623/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1197									139						
79	77	154	156	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1198									139						
79	77	617/4	625/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1199															
80	78	309/2	313/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1200									137						
80	78	155	157	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1201									137						
80	78	156	158	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1202									140						
80	78	311/2	315/2	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1203									141						
80	78	619/4	627/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1204									142						
80	78	155	157	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1205									142						
80	78	621/4	629/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1206									142						
80	78	311/2	315/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1207									142						
80	78	623/4	631/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1208									142						
80	78	156	158	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1209									142						
80	78	625/4	633/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1210									142						
81	79	313/2	317/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1211									140						
81	79	157	159	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1212									140						
81	79	315/2	319/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1213															
81	79	313/2	317/2	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1214															
81	79	158	160	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1215									143						
81	79	313/2	317/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1216									142						
81	79	627/4	635/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1217									142						
81	79	157	159	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1218									142						
81	79	629/4	637/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1219									142						
81	79	315/2	319/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1220									142						
81	79	631/4	639/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1221									142						
81	79	158	160	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1222									142						
81	79	633/4	641/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1223									142						
82	80	317/2	321/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1224															
82	80	159	161	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1225									144						
82	80	319/2	323/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1226															
82	80	317/2	321/2	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1227															
82	80	319/2	323/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1228									145						
82	80	160	162	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1229															
82	80	317/2	321/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1230									142						
82	80	635/4	643/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1231									142						
82	80	159	161	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1232									142						
82	80	637/4	645/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1233									142						
82	80	319/2	323/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1234									142						
82	80	639/4	647/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1235									142						
82	80	160	162	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1236									142						
82	80	641/4	649/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1237									142						
83	81	321/2	325/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1238									146						
83	81	161	163	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1239															
83	81	162	164	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1240									147						
83	81	321/2	325/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1241															
83	81	161	163	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1242									148						
83	81	323/2	327/2	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1243															
83	81	321/2	325/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1244									142						
83	81	643/4	651/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1245									142						
83	81	161	163	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1246									142						
83	81	645/4	653/4	0.0		3/16	3/16	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>ritenuto"						142						
83	81	645/4	653/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1247									142						
83	81	323/2	327/2	0.0		1/4	1/4	Spanner	2/4	2	1	0													142						0
83	81	323/2	327/2	0.0		1/4	1/4	Chord	2/4	2	1	0	acciaccatura	1/8	1	1248									142						0
83	81	323/2	327/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1249									142						0
84	82	325/2	329/2	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>cantando, meno mosso"												
84	82	325/2	329/2	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1250															
84	82	164	166	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1251									149						
84	82	657/4	665/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1252									149						
84	82	651/4	659/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	1253															
84	82	163	165	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1254															
84	82	653/4	661/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1255															
84	82	327/2	331/2	0.25		1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1256															
84	82	655/4	663/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1257															
84	82	164	166	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1258															
84	82	657/4	665/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1259															
84	82	325/2	329/2	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>tranquillo"												
84	82	325/2	329/2	0.0		0	0	Spanner	2/4	2	1	0																			
84	82	325/2	329/2	0.0		0	0	Spanner	2/4	2	1	0														2	2				
84	82	325/2	329/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1260									150	2	2				
84	82	651/4	659/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1261									150	2	2				
84	82	163	165	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1262									150	2	2				
84	82	653/4	661/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1263									150	2	2				
84	82	327/2	331/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1264									150	2	2				
