mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
36	35	547/4	563/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	462									104					
36	35	137	141	0.0		1/4	1/4	Spanner	4/4	2	1	0															16	16		
36	35	137	141	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	463		articStaccatoBelow									16	16		
36	35	275/2	283/2	0.0		3/8	3/8	Spanner	4/4	2	1	0																		
36	35	551/4	567/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	464									105					
36	35	138	142	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	465														
36	35	277/2	285/2	0.0		5/8	5/8	Spanner	4/4	2	1	0															17	17		
36	35	277/2	285/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	466		articTenutoBelow							106		17	17		
36	35	279/2	287/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	467		articTenutoBelow									17	17		
37	36	140	144	0.0		0	0	Spanner	4/4	1	1	0																	8	
37	36	140	144	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	468									107				8	
37	36	561/4	577/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	469													8	
37	36	281/2	289/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	470									108				8	
37	36	563/4	579/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	471													8	
37	36	141	145	0.0		1/4	1/4	Spanner	4/4	1	1	0																		
37	36	141	145	0.0		1/4	1/4	Spanner	4/4	1	1	0																		11
37	36	141	145	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	472									109					11
37	36	565/4	581/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	473														11
37	36	283/2	291/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	474									110					11
37	36	567/4	583/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	475														11
37	36	142	146	0.0		1/2	1/2	Spanner	4/4	1	1	0																		
37	36	142	146	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	476									111					
37	36	569/4	585/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	477														
37	36	285/2	293/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	478									112					
37	36	571/4	587/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	479														
37	36	143	147	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	480									113					
37	36	573/4	589/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	481														
37	36	287/2	295/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	482									114					
37	36	575/4	591/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	483														
37	36	140	144	0.0		0	0	Spanner	4/4	2	1	0																		
37	36	140	144	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	484		articTenutoBelow												
37	36	141	145	0.0		1/4	1/4	Spanner	4/4	2	1	0															18	18		
37	36	141	145	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	485		articTenutoBelow							115		18	18		
37	36	142	146	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	486		articStaccatoAbove									18	18		
37	36	285/2	293/2	0.0		5/8	5/8	Spanner	4/4	2	1	0																		
37	36	285/2	293/2	0.0		5/8	5/8	Spanner	4/4	2	1	0															19	19		
37	36	285/2	293/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	487		articTenutoBelow									19	19		
37	36	287/2	295/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	488		articTenutoBelow									19	19		
38	37	144	148	0.0		0	0	Spanner	4/4	1	1	0																	9	
38	37	144	148	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	489									116				9	
38	37	577/4	593/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	490													9	
38	37	289/2	297/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	491									117				9	
38	37	579/4	595/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	492													9	
38	37	145	149	0.0		1/4	1/4	Spanner	4/4	1	1	0																		
38	37	145	149	0.0		1/4	1/4	Spanner	4/4	1	1	0																		12
38	37	145	149	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	493									118					12
38	37	581/4	597/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	494														12
38	37	291/2	299/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	495									119					12
38	37	583/4	599/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	496														12
38	37	146	150	0.0		1/2	1/2	Spanner	4/4	1	1	0																		
38	37	146	150	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	497									120					
38	37	585/4	601/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	498														
38	37	293/2	301/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	499									121					
38	37	587/4	603/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	500														
38	37	147	151	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	501									122					
38	37	589/4	605/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	502														
38	37	295/2	303/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	503									123					
38	37	591/4	607/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	504														
38	37	144	148	0.0		0	0	Spanner	4/4	2	1	0																		
38	37	144	148	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	505		articTenutoBelow												
38	37	145	149	0.0		1/4	1/4	Spanner	4/4	2	1	0															20	20		
38	37	145	149	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	506		articTenutoBelow							124		20	20		
38	37	146	150	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	507											20	20		
38	37	147	151	0.0		3/4	3/4	Spanner	4/4	2	1	0																		
38	37	147	151	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	508														
38	37	295/2	303/2	0.0		7/8	7/8	Spanner	4/4	2	1	0																		13
38	37	591/4	607/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	509									125					13
39	38	148	152	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	510									126					
39	38	593/4	609/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	511														
39	38	297/2	305/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	512									127					
39	38	595/4	611/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	513														
39	38	149	153	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	514		articStaccatoBelow												
39	38	299/2	307/2	0.75		3/8	3/8	Chord	4/4	1	1	3/16		1/8	3/2	515		articAccentAbove							128					
39	38	601/4	617/4	0.0		9/16	9/16	Spanner	4/4	1	1	0													128				10	
39	38	601/4	617/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	516									128				10	
39	38	301/2	309/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	517									128				10	
39	38	151	155	0.0		3/4	3/4	Spanner	4/4	1	1	0																		
39	38	151	155	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	518		articAccentAbove												
39	38	299/2	307/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	519									129					
39	38	599/4	615/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	520									129					
39	38	150	154	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	521									129					
39	38	601/4	617/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	522									129					
39	38	301/2	309/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	523									129					
39	38	603/4	619/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	524									129					
39	38	151	155	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	525									129					
39	38	605/4	621/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	526									129					
39	38	303/2	311/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	527									129					
39	38	607/4	623/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	528														
39	38	148	152	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	529														13
39	38	297/2	305/2	0.0		1/8	1/8	Spanner	4/4	2	1	0																		
39	38	595/4	611/4	0.0		3/16	3/16	Spanner	4/4	2	1	0																		14
39	38	595/4	611/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	530									130					14
39	38	149	153	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	531														14
39	38	299/2	307/2	0.0		3/8	3/8	Spanner	4/4	2	1	0																		
39	38	299/2	307/2	0.75		3/8	3/8	Chord	4/4	2	1	3/16		1/8	3/2	532		articAccentAbove												
39	38	601/4	617/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	533		articAccentAbove												
39	38	301/2	309/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	534		articAccentAbove												
39	38	151	155	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	535		articAccentAbove												
40	39	152	156	0.0		0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>cantando (ma sempre a tempo)"											
40	39	152	156	0.75		0	0	Chord	4/4	1	1	3/16		1/8	3/2	536									131					
40	39	611/4	627/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	537									131					
40	39	153	157	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	538									131					
40	39	307/2	315/2	1.0		3/8	3/8	Chord	4/4	1	1	1/4		1/4	1	539		articAccentAbove							131					
40	39	309/2	317/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	540														
40	39	155	159	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	541									132					
40	39	311/2	319/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	542														
40	39	152	156	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	543									133					
40	39	609/4	625/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	544									133					
40	39	305/2	313/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	545									133					
40	39	611/4	627/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	546									133					
40	39	153	157	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	547									133					
40	39	613/4	629/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	548									133					
40	39	307/2	315/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	549									133					
40	39	615/4	631/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	550									133					
40	39	154	158	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	551									133					
40	39	617/4	633/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	552									133					
40	39	309/2	317/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	553									133					
40	39	619/4	635/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	554									133					
40	39	155	159	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	555									133					
40	39	621/4	637/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	556									133					
40	39	311/2	319/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	557									133					
40	39	623/4	639/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	558														
40	39	152	156	0.0		0	0	Dynamic	4/4	2	1	0					f													
40	39	152	156	0.75		0	0	Chord	4/4	2	1	3/16		1/8	3/2	559														
40	39	611/4	627/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	560														
40	39	153	157	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	561														
40	39	307/2	315/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	562														
40	39	309/2	317/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	563														
40	39	155	159	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	564														
41	40	156	160	0.75		0	0	Chord	4/4	1	1	3/16		1/8	3/2	565									134					
41	40	627/4	643/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	566									134					
41	40	157	161	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	567														
41	40	315/2	323/2	0.75		3/8	3/8	Chord	4/4	1	1	3/16		1/8	3/2	568									135					
41	40	633/4	649/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	569									135					
41	40	317/2	325/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	570														
41	40	159	163	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	571									136					
41	40	319/2	327/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	572														
41	40	156	160	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	573									137					
41	40	625/4	641/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	574									137					
41	40	313/2	321/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	575									137					
41	40	627/4	643/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	576									137					
41	40	157	161	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	577									137					
41	40	629/4	645/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	578									137					
41	40	315/2	323/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	579									137					
41	40	631/4	647/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	580									137					
41	40	158	162	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	581									137					
41	40	633/4	649/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	582									137					
41	40	317/2	325/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	583									137					
41	40	635/4	651/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	584									137					
41	40	159	163	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	585									137					
41	40	637/4	653/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	586									137					
41	40	319/2	327/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	587									137					
41	40	639/4	655/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	588														
41	40	156	160	0.0		0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>diminuendo"											
41	40	156	160	0.75		0	0	Chord	4/4	2	1	3/16		1/8	3/2	589														
41	40	627/4	643/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	590														
41	40	157	161	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	591														
41	40	315/2	323/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	592														
41	40	317/2	325/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	593														
41	40	159	163	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	594														
42	41	160	164	0.75		0	0	Chord	4/4	1	1	3/16		1/8	3/2	595									138					
42	41	643/4	659/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	596									138					
42	41	161	165	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	597														
42	41	323/2	331/2	0.75		3/8	3/8	Chord	4/4	1	1	3/16		1/8	3/2	598									139					
42	41	649/4	665/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	599									139					
42	41	325/2	333/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	600														
42	41	163	167	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	601		articTenutoAbove												
42	41	160	164	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	602									140					
42	41	641/4	657/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	603									140					
42	41	321/2	329/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	604									140					
42	41	643/4	659/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	605									140					
42	41	161	165	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	606									140					
42	41	645/4	661/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	607									140					
42	41	323/2	331/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	608									140					
42	41	647/4	663/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	609									140					
42	41	162	166	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	610									140					
42	41	649/4	665/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	611									140					
42	41	325/2	333/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	612									140					
42	41	651/4	667/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	613									140					
42	41	163	167	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	614									140					
42	41	653/4	669/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	615									140					
42	41	327/2	335/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	616									140					
42	41	655/4	671/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	617														
42	41	160	164	0.75		0	0	Chord	4/4	2	1	3/16		1/8	3/2	618														
42	41	643/4	659/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	619														
42	41	161	165	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	620														
42	41	323/2	331/2	0.75		3/8	3/8	Chord	4/4	2	1	3/16		1/8	3/2	621														
42	41	649/4	665/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	622														
42	41	325/2	333/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	623														
42	41	163	167	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	624														
43	42	164	168	0.0		0	0	Spanner	4/4	1	1	0																	11	
43	42	164	168	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	625		articTenutoAbove											11	
43	42	165	169	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	626		articTenutoAbove											11	
43	42	166	170	0.0		1/2	1/2	Dynamic	4/4	1	1	0					sf													
43	42	166	170	0.0		1/2	1/2	Spanner	4/4	1	1	0																		
43	42	166	170	0.0		1/2	1/2	Spanner	4/4	1	1	0																		15
43	42	166	170	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	627														15
43	42	164	168	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	628														15
43	42	657/4	673/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	629														15
43	42	329/2	337/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	630														15
43	42	659/4	675/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	631														15
43	42	165	169	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	632														15
43	42	661/4	677/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	633														15
43	42	331/2	339/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	634														15
43	42	663/4	679/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	635														15
43	42	166	170	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	636														15
43	42	164	168	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	637		articTenutoBelow												
43	42	165	169	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	638		articTenutoBelow												
43	42	166	170	0.0		1/2	1/2	Spanner	4/4	2	1	0															21	21		
43	42	166	170	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	639									141		21	21		
43	42	665/4	681/4	0.0		9/16	9/16	Spanner	4/4	2	1	0													141		21	21		16
43	42	665/4	681/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	640									141		21	21		16
43	42	333/2	341/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	641									141		21	21		16
43	42	667/4	683/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	642									141		21	21		16
43	42	167	171	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	643									141		21	21		16
43	42	669/4	685/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	644									141		21	21		16
43	42	335/2	343/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	645									141		21	21		16
43	42	671/4	687/4	0.0		15/16	15/16	Spanner	4/4	2	1	0													141		21	21		
43	42	671/4	687/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	646									141		21	21		
43	42	166	170	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	647											21	21		
44	43	168	172	0.0		0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>tenuto"											
44	43	168	172	0.0		0	0	Spanner	4/4	1	1	0																		
44	43	168	172	4.0		0	0	Chord	4/4	1	1	1		1	1	648														
44	43	168	172	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	649									142					
44	43	673/4	689/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	650														
44	43	337/2	345/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	651									143					
44	43	675/4	691/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	652														
44	43	169	173	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	653									144					
44	43	677/4	693/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	654														
44	43	339/2	347/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	655									145					
44	43	679/4	695/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	656														
44	43	170	174	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	657									146					
44	43	681/4	697/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	658														
44	43	341/2	349/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	659									147					
44	43	683/4	699/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	660														
44	43	171	175	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	661									148					
44	43	685/4	701/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	662														
44	43	343/2	351/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	663									149					
44	43	687/4	703/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	664														
44	43	168	172	0.0		0	0	Dynamic	4/4	2	1	0					p													
44	43	168	172	0.0		0	0	Spanner	4/4	2	1	0																		
44	43	168	172	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	665		articStaccatoBelow												
44	43	675/4	691/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	666									150					
44	43	169	173	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	667		articStaccatoBelow												
44	43	679/4	695/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	668									151					
44	43	170	174	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	669		articStaccatoBelow												
44	43	341/2	349/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	670		articTenutoBelow							152					
44	43	343/2	351/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	671		articTenutoBelow												
45	44	172	176	0.0		0	0	Spanner	4/4	1	1	0																	12	
45	44	172	176	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	672									153				12	
45	44	689/4	705/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	673													12	
45	44	345/2	353/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	674									154				12	
45	44	691/4	707/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	675													12	
45	44	173	177	0.0		1/4	1/4	Spanner	4/4	1	1	0																		
45	44	173	177	0.0		1/4	1/4	Spanner	4/4	1	1	0																		17
45	44	173	177	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	676									155					17
45	44	693/4	709/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	677														17
45	44	347/2	355/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	678									156					17
45	44	695/4	711/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	679														17
45	44	174	178	0.0		1/2	1/2	Spanner	4/4	1	1	0																		
45	44	174	178	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	680									157					
45	44	697/4	713/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	681														
45	44	349/2	357/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	682									158					
45	44	699/4	715/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	683														
45	44	175	179	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	684									159					
45	44	701/4	717/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	685														
45	44	351/2	359/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	686									160					
45	44	703/4	719/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	687														
45	44	172	176	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	688		articTenutoBelow												
45	44	173	177	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	689		articTenutoBelow							161					
45	44	174	178	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	690														
45	44	349/2	357/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	691		articTenutoBelow							162					
45	44	351/2	359/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	692		articTenutoBelow												
46	45	176	180	0.0		0	0	Spanner	4/4	1	1	0																	13	
46	45	176	180	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	693									163				13	
46	45	705/4	721/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	694													13	
46	45	353/2	361/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	695									164				13	
46	45	707/4	723/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	696													13	
46	45	177	181	0.0		1/4	1/4	Spanner	4/4	1	1	0																		
46	45	177	181	0.0		1/4	1/4	Spanner	4/4	1	1	0																		18
46	45	177	181	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	697									165					18
46	45	709/4	725/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	698														18
46	45	355/2	363/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	699									166					18
46	45	711/4	727/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	700														18
