mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
95	94	373	377	0.0		1/4	1/4	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>rit."											26
95	94	373	377	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1445														26
95	94	374	378	0.0		1/2	1/2	Spanner	4/4	1	1	0																		
95	94	374	378	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1446														
95	94	375	379	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1447									274					
95	94	372	376	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1448									272					
95	94	374	378	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1449														
95	94	372	376	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1450									273					
95	94	373	377	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1451									273					
95	94	374	378	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1452														
95	94	375	379	0.0		3/4	3/4	Spanner	4/4	2	1	0																	22	
95	94	375	379	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1453									275				22	
96	95	376	380	0.0		0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>a tempo"											
96	95	376	380	0.0		0	0	Dynamic	4/4	1	1	0					p													
96	95	376	380	0.0		0	0	Spanner	4/4	1	1	0																		27
96	95	376	380	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1454		articTenutoAbove							276					27
96	95	378	382	0.0		1/2	1/2	Spanner	4/4	1	1	0													276					
96	95	378	382	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1455									276					
96	95	757/2	765/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1456									276					
96	95	379	383	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1457									276					
96	95	759/2	767/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1458									276					
96	95	376	380	4.0		0	0	Chord	4/4	1	2	1		1	1	1459														
96	95	376	380	0.0		0	0	Spanner	4/4	2	1	0																		
96	95	376	380	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1460									277					
96	95	378	382	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1461									277					
96	95	376	380	4.0		0	0	Chord	4/4	2	2	1		1	1	1462														
97	96	380	384	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1463									276					
97	96	761/2	769/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1464									276					
97	96	381	385	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1465									276					
97	96	763/2	771/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1466									276					
97	96	382	386	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1467									276					
97	96	383	387	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1468														
97	96	380	384	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1469									277					
97	96	763/2	771/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1470									277					
97	96	382	386	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1471														
97	96	380	384	4.0		0	0	Chord	4/4	2	2	1		1	1	1472														
98	97	384	388	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1473									278					
98	97	771/2	779/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1474									278					
98	97	386	390	0.2		1/2	1/2	Chord	4/4	1	1	1/20		1/16	4/5	1475									278					
98	97	1931/5	1951/5	0.2		11/20	11/20	Chord	4/4	1	1	1/20		1/16	4/5	1476									278					
98	97	1932/5	1952/5	0.2		3/5	3/5	Chord	4/4	1	1	1/20		1/16	4/5	1477									278					
98	97	1933/5	1953/5	0.2		13/20	13/20	Chord	4/4	1	1	1/20		1/16	4/5	1478									278					
98	97	1934/5	1954/5	0.2		7/10	7/10	Chord	4/4	1	1	1/20		1/16	4/5	1479									278					
98	97	387	391	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1480									278					
98	97	775/2	783/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1481									278					
98	97	769/2	777/2	1.5		1/8	1/8	Chord	4/4	1	2	3/8		1/4	3/2	1482														
98	97	384	388	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1483									279					
98	97	771/2	779/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1484									279					
98	97	386	390	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1485									279					
98	97	387	391	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1486									279					
98	97	775/2	783/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1487									279					
98	97	384	388	4.0		0	0	Chord	4/4	2	2	1		1	1	1488														
99	98	388	392	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1489									278					
99	98	389	393	0.0		1/4	1/4	Spanner	4/4	1	1	0																	23	
99	98	389	393	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1490													23	
99	98	390	394	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1491													23	
99	98	781/2	789/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1492		articTenutoBelow											23	
99	98	391	395	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1493		articTenutoBelow											23	
99	98	783/2	791/2	0.0		7/8	7/8	Spanner	4/4	1	1	0																		
99	98	783/2	791/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1494		articTenutoBelow												
99	98	388	392	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1495														
99	98	779/2	787/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1496									280					
99	98	390	394	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	1497														
99	98	783/2	791/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1498									281					
99	98	388	392	4.0		0	0	Chord	4/4	2	2	1		1	1	1499														
100	99	785/2	793/2	0.0		1/8	1/8	Dynamic	4/4	1	1	0					f													
100	99	785/2	793/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1500														
100	99	393	397	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1501														
100	99	394	398	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1502														
100	99	789/2	797/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1503									282					
100	99	395	399	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1504									282					
100	99	791/2	799/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1505									282					
100	99	785/2	793/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1506														
100	99	393	397	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1507														
100	99	789/2	797/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1508														
100	99	395	399	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1509														
100	99	392	396	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1510														
100	99	787/2	795/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1511									283					
100	99	394	398	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	1512														
100	99	791/2	799/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1513									284					
100	99	392	396	4.0		0	0	Chord	4/4	2	2	1		1	1	1514														
101	100	396	400	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1515									282					
101	100	793/2	801/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1516									282					
101	100	397	401	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1517									282					
101	100	795/2	803/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1518									282					
101	100	398	402	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1519									282					
101	100	399	403	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1520														
101	100	396	400	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1521														
101	100	795/2	803/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1522									285					
101	100	398	402	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	1523														
101	100	799/2	807/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1524									286					
101	100	396	400	4.0		0	0	Chord	4/4	2	2	1		1	1	1525														
102	101	400	404	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1526									287					
102	101	803/2	811/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1527									287					
102	101	402	406	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1528									287					
102	101	403	407	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1529									287					
102	101	400	404	0.0		0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	1530									286					
102	101	400	404	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1531		ornamentTrill							286					
102	101	803/2	811/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1532									286					
102	101	1607/4	1623/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1533									286					
102	101	402	406	0.0		1/2	1/2	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>diminuendo"											
102	101	402	406	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	1534														
102	101	807/2	815/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1535									288					
102	101	400	404	4.0		0	0	Chord	4/4	2	2	1		1	1	1536														
103	102	404	408	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1537									287					
103	102	811/2	819/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1538									287					
103	102	406	410	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1539									287					
103	102	407	411	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1540									287					
103	102	404	408	0.0		0	0	Chord	4/4	2	1	0	appoggiatura	1/8	1	1541									288					
103	102	404	408	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1542		ornamentTrill							288					
103	102	811/2	819/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1543									288					
103	102	1623/4	1639/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1544									288					
103	102	406	410	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1545														
104	103	408	412	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1546									287					
104	103	409	413	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1547														
104	103	408	412	0.0		0	0	Spanner	4/4	2	1	0															23	23		
104	103	408	412	0.0		0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	1548											23	23		
104	103	408	412	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1549		articAccentAbove									23	23		
104	103	410	414	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1550											23	23		
104	103	821/2	829/2	0.0		5/8	5/8	Spanner	4/4	2	1	0																		
104	103	821/2	829/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1551									289					
104	103	411	415	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1552									289					
104	103	823/2	831/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1553									289					
104	103	408	412	4.0		0	0	Chord	4/4	2	2	1		1	1	1554														
104	103	408	412	2.0		0	0	Chord	4/4	2	3	1/2		1/2	1	1555									290					
104	103	410	414	2.0		1/2	1/2	Chord	4/4	2	3	1/2		1/2	1	1556									290					
105	104	412	416	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1557														
105	104	825/2	833/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1558														
105	104	413	417	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1559														
105	104	827/2	835/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1560														
105	104	414	418	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1561														
105	104	415	419	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1562														
105	104	412	416	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1563									289					
105	104	827/2	835/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1564									289					
105	104	414	418	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1565									289					
106	105	416	420	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1566														
106	105	417	421	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1567														
106	105	416	420	0.0		0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>sempre diminuendo"						289					
106	105	416	420	0.0		0	0	Spanner	4/4	2	1	0													289		24	24		
106	105	416	420	0.0		0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	1568									289		24	24		
106	105	416	420	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1569		articAccentAbove							289		24	24		
106	105	418	422	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1570											24	24		
106	105	837/2	845/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1571									291		24	24		
106	105	419	423	0.0		3/4	3/4	Spanner	4/4	2	1	0													291					
106	105	419	423	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1572									291					
106	105	839/2	847/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1573									291					
106	105	416	420	4.0		0	0	Chord	4/4	2	2	1		1	1	1574														
106	105	416	420	2.0		0	0	Chord	4/4	2	3	1/2		1/2	1	1575									292					
106	105	418	422	2.0		1/2	1/2	Chord	4/4	2	3	1/2		1/2	1	1576									292					
107	106	420	424	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1577														
107	106	841/2	849/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1578														
107	106	421	425	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1579														
107	106	843/2	851/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1580														
107	106	422	426	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1581														
107	106	423	427	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1582														
107	106	420	424	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1583									291					
107	106	843/2	851/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1584									291					
107	106	422	426	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1585									291					
108	107	424	428	0.0		0	0	Spanner	4/4	1	1	0																		28
108	107	424	428	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1586														28
108	107	425	429	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1587														28
108	107	426	430	0.0		1/2	1/2	Dynamic	4/4	1	1	0					p													
108	107	426	430	0.0		1/2	1/2	Spanner	4/4	1	1	0																		
108	107	424	428	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1588									291					
108	107	426	430	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1589														
108	107	853/2	861/2	0.0		5/8	5/8	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>espressivo"											
108	107	853/2	861/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1590									293					
108	107	427	431	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1591									293					
108	107	855/2	863/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1592									293					
108	107	424	428	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	1593		articTenutoBelow												
109	108	428	432	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1594														
109	108	857/2	865/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1595									294					
109	108	429	433	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1596									294					
109	108	859/2	867/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1597									294					
109	108	430	434	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1598									294					
109	108	861/2	869/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1599									294					
109	108	431	435	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1600									294					
109	108	863/2	871/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1601									294					
110	109	432	436	0.0		0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>poco calando"						294					
110	109	432	436	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1602									294					
110	109	865/2	873/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1603									294					
110	109	433	437	0.0		1/4	1/4	Dynamic	4/4	2	1	0					pp													
110	109	433	437	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1604														
110	109	434	438	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1605									295					
110	109	869/2	877/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1606									295					
110	109	435	439	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1607									295					
110	109	871/2	879/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1608									295					
111	110	436	440	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1609														
111	110	873/2	881/2	0.125		1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1610									296					
111	110	3493/8	3525/8	0.125		5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1611									296					
111	110	1747/4	1763/4	0.125		3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1612									296					
111	110	3495/8	3527/8	0.125		7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1613									296					
111	110	437	441	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1614									296					
111	110	875/2	883/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1615									296					
111	110	438	442	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1616									296					
111	110	877/2	885/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1617														
111	110	439	443	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1618		articTenutoAbove												
111	110	439	443	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1619														
112	111	440	444	0.0		0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>espressivo ma a tempo"											
112	111	440	444	0.0		0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>Tempo 1"											
112	111	443	447	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1620		articTenutoBelow												
112	111	440	444	0.0		0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>una corda"											
112	111	440	444	0.0		0	0	Dynamic	4/4	2	1	0					p													
112	111	440	444	0.0		0	0	Spanner	4/4	2	1	0															25	25		
112	111	440	444	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	1621									297		25	25		
112	111	442	446	0.0		1/2	1/2	Spanner	4/4	2	1	0													297					
112	111	442	446	0.0		1/2	1/2	Spanner	4/4	2	1	0													297		26	26		
112	111	443	447	0.0		3/4	3/4	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>m.s."								26	26		
112	111	443	447	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1622											26	26		
112	111	440	444	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	1623											26	26		
112	111	442	446	0.5		1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1624											26	26		
112	111	440	444	0.5		0	0	Chord	4/4	2	3	1/8		1/8	1	1625											26	26		
113	112	444	448	0.0		0	0	Dynamic	4/4	1	1	0					pp													
113	112	444	448	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	1626		articTenutoAbove							298					
113	112	447	451	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1627														
113	112	444	448	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1628									299					
113	112	446	450	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1629														
113	112	444	448	0.0		0	0	Spanner	4/4	2	1	0																		
113	112	444	448	0.0		0	0	Spanner	4/4	2	1	0															27	27		
113	112	444	448	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1630									300		27	27		
113	112	889/2	897/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	1631									300		27	27		
113	112	891/2	899/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1632									300		27	27		
113	112	446	450	0.0		1/2	1/2	Spanner	4/4	2	1	0													300					
113	112	446	450	0.0		1/2	1/2	Spanner	4/4	2	1	0													300		28	28		
113	112	446	450	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1633									300		28	28		
113	112	447	451	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1634											28	28		
113	112	444	448	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1635											28	28		
113	112	446	450	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1636											28	28		
114	113	448	452	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1637									301					
114	113	897/2	905/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	1638									301					
114	113	899/2	907/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1639									301					
114	113	450	454	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1640									301					
114	113	451	455	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1641														
114	113	448	452	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1642														
114	113	450	454	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1643														
114	113	448	452	0.0		0	0	Spanner	4/4	2	1	0																		
114	113	448	452	0.0		0	0	Spanner	4/4	2	1	0															29	29		
114	113	448	452	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1644									302		29	29		
114	113	449	453	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1645											29	29		
114	113	450	454	0.0		1/2	1/2	Spanner	4/4	2	1	0																		
114	113	450	454	0.0		1/2	1/2	Spanner	4/4	2	1	0															30	30		
114	113	450	454	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1646									303		30	30		
114	113	451	455	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1647											30	30		
114	113	448	452	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1648											30	30		
114	113	450	454	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1649											30	30		
115	114	452	456	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1650									304					
115	114	453	457	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1651														
115	114	454	458	0.0		1/2	1/2	Chord	4/4	1	1	0	acciaccatura	1/8	1	1652														
115	114	454	458	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1653									305					
115	114	455	459	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1654														
115	114	452	456	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1655														
115	114	454	458	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1656														
115	114	452	456	0.0		0	0	Spanner	4/4	2	1	0																		
115	114	452	456	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1657									306					
115	114	453	457	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1658														
115	114	454	458	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1659									307					
115	114	909/2	917/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1660									307					
115	114	455	459	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1661									307					
115	114	911/2	919/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1662									307					
115	114	452	456	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1663														
115	114	454	458	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1664														
116	115	456	460	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1665									308					
116	115	457	461	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1666														
116	115	458	462	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1667									309					
116	115	917/2	925/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1668									309					
116	115	459	463	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1669									309					
116	115	919/2	927/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1670									309					
116	115	456	460	0.0		0	0	Spanner	4/4	2	1	0													307		31	31		
116	115	456	460	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1671									307		31	31		
116	115	915/2	923/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1672									307		31	31		
116	115	458	462	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	1673									307		31	31		
116	115	919/2	927/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1674											31	31		
116	115	456	460	3.0		0	0	Chord	4/4	2	2	3/4		1/2	3/2	1675									310		31	31		
116	115	459	463	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1676											31	31		
117	116	460	464	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1677									309					
117	116	923/2	931/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1678									309					
117	116	462	466	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	1679									309					
117	116	927/2	935/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1680														
117	116	460	464	3.0		0	0	Chord	4/4	1	2	3/4		1/2	3/2	1681									311					
117	116	463	467	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1682														
117	116	460	464	0.0		0	0	Spanner	4/4	2	1	0																		
117	116	460	464	0.0		0	0	Spanner	4/4	2	1	0															32	32		
117	116	460	464	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1683									312		32	32		
117	116	921/2	929/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1684									312		32	32		
117	116	461	465	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1685									312		32	32		
117	116	923/2	931/2	0.0		3/8	3/8	Spanner	4/4	2	1	0													312					
117	116	923/2	931/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1686									312					
117	116	462	466	0.0		1/2	1/2	Spanner	4/4	2	1	0													312		33	33		
