mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin	crescendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
42	41	121/2	121/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	219		articAccentBelow														
42	41	121/2	121/2	0.0	0	0	StaffText	3/8	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>poco riten."													
42	41	121/2	121/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	220		articAccentAbove														
42	41	245/4	245/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	221																
42	41	123/2	123/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	222																
43	42	62	62	0.0	0	0	Spanner	3/8	1	1	0															9					
43	42	62	62	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	223		articAccentAbove							39		9					
43	42	251/4	251/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	224									39		9					
43	42	63	63	0.0	1/4	1/4	Spanner	3/8	1	1	0																				
43	42	63	63	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	225		articStaccatoAbove														
43	42	125/2	125/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	226		articStaccatoBelow							40							
43	42	63	63	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	227		articStaccatoBelow														
44	43	127/2	127/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	228		articTenutoAbove														
44	43	127/2	127/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	229																
44	43	257/4	257/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	230									41							
44	43	129/2	129/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	231																
45	44	65	65	0.0	0	0	Dynamic	3/8	1	1	0					mp															
45	44	65	65	0.0	0	0	StaffText	3/8	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/> a tempo"													
45	44	391/6	391/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	232									42							
45	44	196/3	196/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	233									42							
45	44	131/2	131/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	234									42							
45	44	197/3	197/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	235									42							
45	44	395/6	395/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	236									42							
45	44	66	66	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	237																
45	44	65	65	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	238		articTenutoAbove														
45	44	263/4	263/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	239									43							
45	44	66	66	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	240																
46	45	200/3	200/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	241									44							
46	45	401/6	401/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	242									44							
46	45	67	67	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	243									44							
46	45	403/6	403/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	244									44							
46	45	202/3	202/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	245									44							
46	45	135/2	135/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	246																
46	45	133/2	133/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	247		articTenutoAbove														
46	45	269/4	269/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	248									45							
46	45	135/2	135/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	249																
47	46	409/6	409/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	250									46							
47	46	205/3	205/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	251									46							
47	46	137/2	137/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	252									46							
47	46	206/3	206/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	253									46							
47	46	413/6	413/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	254									46							
47	46	69	69	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	255																
47	46	68	68	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	256		articTenutoAbove														
47	46	275/4	275/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	257									47							
47	46	69	69	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	258																
48	47	139/2	139/2	0.0	0	0	Spanner	3/8	1	1	0																				2
48	47	139/2	139/2	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	259																2
48	47	139/2	139/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	260																2
48	47	70	70	0.0	1/8	1/8	Spanner	3/8	1	1	0																				
48	47	139/2	139/2	0.0	0	0	Chord	3/8	2	1	0	acciaccatura	1/8	1	261																
48	47	139/2	139/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	262																
48	47	281/4	281/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	263									48							
48	47	141/2	141/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	264																
49	48	427/6	427/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	265									49							
49	48	214/3	214/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	266									49							
49	48	143/2	143/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	267									49							
49	48	215/3	215/3	0.0	1/6	1/6	StaffText	3/8	1	1	0							cresc.						49							
49	48	215/3	215/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	268									49							
49	48	431/6	431/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	269									49							
49	48	72	72	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	270																
49	48	71	71	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	271		articTenutoAbove														
49	48	287/4	287/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	272									50							
49	48	72	72	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	273																
50	49	218/3	218/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	274									51							
50	49	437/6	437/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	275									51							
50	49	73	73	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	276									51							
50	49	439/6	439/6	0.0	1/6	1/6	Spanner	3/8	1	1	0													51							3
50	49	439/6	439/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	277									51							3
50	49	220/3	220/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	278									51							3
50	49	147/2	147/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	279																3
50	49	145/2	145/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	280		articTenutoAbove														
50	49	293/4	293/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	281									52							
50	49	147/2	147/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	282																
51	50	445/6	445/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	283									53							3
51	50	223/3	223/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	284									53							3
51	50	149/2	149/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	285									53							3
51	50	224/3	224/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	286									53							3
51	50	449/6	449/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	287									53							3
51	50	75	75	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	288																3
51	50	74	74	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	289		articTenutoAbove														
51	50	299/4	299/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	290									54							
51	50	75	75	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	291																
52	51	151/2	151/2	0.0	0	0	Spanner	3/8	1	1	0																				
52	51	907/12	907/12	0.08333333333333333	1/48	1/48	Chord	3/8	1	1	1/48		1/32	2/3	292									55							
52	51	227/3	227/3	0.08333333333333333	1/24	1/24	Chord	3/8	1	1	1/48		1/32	2/3	293									55							
52	51	303/4	303/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	294									55							
52	51	76	76	0.08333333333333333	1/8	1/8	Chord	3/8	1	1	1/48		1/32	2/3	295									55							
52	51	913/12	913/12	0.08333333333333333	7/48	7/48	Chord	3/8	1	1	1/48		1/32	2/3	296									55							
52	51	457/6	457/6	0.0	1/6	1/6	Spanner	3/8	1	1	0													55			1				
52	51	457/6	457/6	0.08333333333333333	1/6	1/6	Chord	3/8	1	1	1/48		1/32	2/3	297									55			1				
52	51	305/4	305/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	298									55			1				
52	51	153/2	153/2	0.08333333333333333	1/4	1/4	Chord	3/8	1	1	1/48		1/32	2/3	299									55			1				
52	51	919/12	919/12	0.08333333333333333	13/48	13/48	Chord	3/8	1	1	1/48		1/32	2/3	300									55			1				
52	51	230/3	230/3	0.08333333333333333	7/24	7/24	Chord	3/8	1	1	1/48		1/32	2/3	301									55			1				
52	51	307/4	307/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	302									55			1				
52	51	151/2	151/2	0.0	0	0	Dynamic	3/8	2	1	0					sf															
52	51	151/2	151/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	303		articAccentAbove							56							
52	51	76	76	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	304									56							
52	51	305/4	305/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	305									56							
52	51	153/2	153/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	306									56							
52	51	307/4	307/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	307									56							
52	51	151/2	151/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	308									57							
53	52	77	77	0.0	0	0	Dynamic	3/8	1	1	0					f															
53	52	77	77	0.0	0	0	Spanner	3/8	1	1	0																				
53	52	77	77	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	309		articAccentAbove														
53	52	78	78	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	310		articAccentAbove														
53	52	155/2	155/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	311																
53	52	77	77	0.0	0	0	StaffText	3/8	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>cappricioso"													
53	52	77	77	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	312									58							
53	52	155/2	155/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	313		articStaccatoAbove							58							
53	52	78	78	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	314		articStaccatoAbove														
54	53	79	79	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	315		articAccentAbove														
54	53	157/2	157/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	316																
54	53	159/2	159/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	317																
54	53	157/2	157/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	318		articStaccatoAbove							59							
54	53	79	79	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	319		articStaccatoAbove							59							
54	53	159/2	159/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	320		articTenutoAbove														
55	54	80	80	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	321		articStaccatoAbove														
55	54	161/2	161/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	322		articAccentAbove							60							
55	54	323/4	323/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	323									60							
55	54	81	81	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	324									60							
55	54	325/4	325/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	325									60							
55	54	80	80	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	326		articStaccatoAbove							61							
55	54	161/2	161/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	327		articStaccatoAbove							61							
55	54	81	81	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	328		articTenutoAbove														
56	55	163/2	163/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	329																
56	55	82	82	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	330		articStaccatoAbove														
56	55	165/2	165/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	331		articAccentAbove							62							
56	55	331/4	331/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	332									62							
56	55	163/2	163/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	333		articStaccatoAbove							63							
56	55	82	82	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	334		articStaccatoAbove							63							
56	55	165/2	165/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	335		articTenutoAbove														
57	56	83	83	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	336									62							
57	56	333/4	333/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	337									62							
57	56	167/2	167/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	338																
57	56	84	84	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	339		articStaccatoAbove														
57	56	83	83	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	340		articStaccatoAbove							64							
57	56	167/2	167/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	341		articStaccatoAbove							64							
57	56	84	84	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	342		articStaccatoAbove														
58	57	169/2	169/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	343																
58	57	169/2	169/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	344									65							
58	57	341/4	341/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	345									65							
58	57	171/2	171/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	346																
58	57	169/2	169/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	347																
58	57	85	85	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	348		articStaccatoAbove							66							
58	57	171/2	171/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	349		articStaccatoAbove														
59	58	86	86	0.0	0	0	Dynamic	3/8	1	1	0					f															
59	58	86	86	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	350		articStaccatoAbove														
59	58	173/2	173/2	0.0	1/8	1/8	Dynamic	3/8	1	1	0					p															
59	58	173/2	173/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	351		articTenutoBelow														
59	58	87	87	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	352		articAccentBelow														
59	58	86	86	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	353		articStaccatoBelow														
59	58	173/2	173/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	354		articTenutoAbove														
59	58	87	87	0.0	1/4	1/4	StaffText	3/8	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>sostenuto"													
59	58	87	87	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	355		articAccentAbove														
60	59	175/2	175/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	356																
60	59	88	88	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	357		articTenutoBelow														
60	59	177/2	177/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	358		articTenutoBelow														
60	59	175/2	175/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	359		articStaccatoBelow														
60	59	88	88	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	360		articTenutoAbove														
60	59	177/2	177/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	361		articTenutoAbove														
61	60	89	89	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	362		articAccentBelow														
61	60	90	90	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	363		articTenutoBelow														
61	60	89	89	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	364		articStaccatoBelow														
61	60	179/2	179/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	365		articTenutoAbove														
61	60	90	90	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	366		articTenutoAbove														
62	61	181/2	181/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	367		articTenutoBelow														
62	61	91	91	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	368		articTenutoBelow														
62	61	183/2	183/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	369		articTenutoBelow														
62	61	181/2	181/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	370		articStaccatoBelow														
62	61	91	91	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	371		articTenutoAbove														
62	61	183/2	183/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	372		articTenutoAbove														
63	62	92	92	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	373		articTenutoBelow														
63	62	185/2	185/2	0.0	1/8	1/8	Dynamic	3/8	1	1	0					f															
63	62	185/2	185/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	374		articTenutoAbove														
63	62	93	93	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	375		articAccentAbove														
63	62	92	92	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	376																
63	62	185/2	185/2	0.0	1/8	1/8	StaffText	3/8	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>risoluto"													
63	62	185/2	185/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	377																
63	62	93	93	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	378		articAccentAbove														
64	63	187/2	187/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	379																
64	63	94	94	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	380																
64	63	189/2	189/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	381																
64	63	187/2	187/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	382																
64	63	94	94	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	383																
64	63	189/2	189/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	384																
65	64	95	95	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	385		articAccentAbove														
65	64	96	96	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	386		articTenutoAbove														
65	64	95	95	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	387		articTenutoStaccatoBelow							67							
65	64	191/2	191/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	388		articStaccatoAbove							67							
65	64	96	96	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	389																
66	65	193/2	193/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	390		articTenutoAbove														
66	65	97	97	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	391		articTenutoAbove														
66	65	195/2	195/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	392		articTenutoAbove														
66	65	193/2	193/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	393		articTenutoStaccatoBelow							68							
66	65	97	97	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	394		articStaccatoAbove							68							
66	65	195/2	195/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	395		articStaccatoAbove														
67	66	98	98	0.0	0	0	Dynamic	3/8	1	1	0					p															
67	66	98	98	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	396		articStaccatoAbove							69							
67	66	197/2	197/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	397		articStaccatoAbove							69							
67	66	395/4	395/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	398		articStaccatoAbove							69							
67	66	99	99	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	399									69							
67	66	98	98	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	400		articTenutoBelow							70							
67	66	197/2	197/2	0.0	1/8	1/8	StaffText	3/8	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>giocoso"						70							
67	66	197/2	197/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	401		articStaccatoBelow							70							
67	66	99	99	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	402		articStaccatoBelow														
68	67	199/2	199/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	403		articStaccatoAbove														
68	67	100	100	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	404		articStaccatoAbove							71							
68	67	201/2	201/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	405		articStaccatoAbove							71							
68	67	403/4	403/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	406		articStaccatoAbove							71							
68	67	199/2	199/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	407		articTenutoBelow							72							
68	67	100	100	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	408		articStaccatoBelow							72							
68	67	201/2	201/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	409		articStaccatoBelow														
69	68	101	101	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	410		articStaccatoAbove							71							
69	68	203/2	203/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	411		articStaccatoAbove														
69	68	102	102	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	412		articAccentAbove							73							
69	68	101	101	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	413		articTenutoBelow							74							
69	68	203/2	203/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	414		articStaccatoBelow							74							
69	68	102	102	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	415		articStaccatoBelow														
70	69	205/2	205/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	416									73							
70	69	103	103	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	417									73							
70	69	103	103	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	418																
70	69	413/4	413/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	419																
70	69	207/2	207/2	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	420																
70	69	415/4	415/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	421																
70	69	205/2	205/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	422									75							
70	69	103	103	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	423		articStaccatoBelow							75							
70	69	207/2	207/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	424		articStaccatoBelow														
71	70	104	104	0.0	0	0	Dynamic	3/8	1	1	0					f															
71	70	104	104	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	425																
71	70	209/2	209/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	426									76							
71	70	419/4	419/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	427									76							
71	70	105	105	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	428		articStaccatoAbove														
71	70	104	104	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	429		articTenutoBelow														
71	70	209/2	209/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	430		articStaccatoAbove							77							
71	70	105	105	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	431		articStaccatoAbove														
72	71	211/2	211/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	432		articStaccatoAbove														
72	71	106	106	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	433									78							
72	71	213/2	213/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	434									78							
72	71	427/4	427/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	435									78							
72	71	211/2	211/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	436		articTenutoBelow														
72	71	106	106	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	437		articStaccatoAbove							79							
72	71	213/2	213/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	438		articStaccatoAbove														
73	72	107	107	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	439		articStaccatoBelow														
73	72	215/2	215/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	440		articStaccatoBelow														
73	72	108	108	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	441		articAccentAbove														
73	72	107	107	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	442		articTenutoBelow														
73	72	215/2	215/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	443		articStaccatoAbove							80							
73	72	108	108	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	444		articStaccatoAbove														
74	73	217/2	217/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	445									81							
74	73	109	109	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	446									81							
74	73	437/4	437/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	447									81							
74	73	219/2	219/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	448									81							
74	73	439/4	439/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	449									81							
74	73	217/2	217/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	450		articStaccatoBelow														
74	73	109	109	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	451		articStaccatoBelow														
75	74	110	110	0.0	0	0	StaffText	3/8	1	1	0							"<font size=""10.7894""/><font face=""Plantin MT Std""/><b>Poco a Poco Presto</b>"													
75	74	110	110	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	452																
75	74	221/2	221/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	453																
75	74	111	111	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	454																
75	74	110	110	0.0	0	0	Dynamic	3/8	2	1	0					sf															
75	74	110	110	0.0	0	0	Chord	3/8	2	1	0	grace16	1/16	1	455																
