mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_line	crescendo_hairpin	decrescendo_hairpin
33	33	129/2	129/2	0.0	1/8	1/8	Spanner	2/4	1	1	0									0				18	
33	33	129/2	129/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	439					0				18	
33	33	129/2	129/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	440					0				18	
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	441		articStaccatoAbove			0				18	
33	33	65	65	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	442					0				18	
33	33	65	65	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	443					0				18	
33	33	65	65	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	444		articStaccatoAbove			0				18	
33	33	131/2	131/2	0.0	3/8	3/8	Spanner	2/4	1	1	0														
33	33	131/2	131/2	0.0	3/8	3/8	Spanner	2/4	1	1	0														
33	33	131/2	131/2	0.0	3/8	3/8	Chord	2/4	1	1	0	appoggiatura	1/8	1	445										
33	33	131/2	131/2	0.0	3/8	3/8	Chord	2/4	1	1	0	appoggiatura	1/8	1	446										
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	447		articStaccatoAbove								
33	33	64	64	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	448										
33	33	129/2	129/2	0.0	1/8	1/8	Chord	2/4	2	1	0	acciaccatura	1/8	1	449		articTenutoBelow								
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	450										
33	33	65	65	0.0	1/4	1/4	Chord	2/4	2	1	0	acciaccatura	1/8	1	451		articTenutoBelow								
33	33	65	65	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	452										
33	33	131/2	131/2	0.0	3/8	3/8	Chord	2/4	2	1	0	acciaccatura	1/8	1	453		articTenutoBelow								
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	454										
34	34	66	66	0.0	0	0	Spanner	2/4	1	1	0														8
34	34	66	66	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	455										8
34	34	66	66	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	456										8
34	34	66	66	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	457		articStaccatoAbove								8
34	34	133/2	133/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	458										8
34	34	133/2	133/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	459										8
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	460		articStaccatoAbove								8
34	34	67	67	0.0	1/4	1/4	Spanner	2/4	1	1	0														
34	34	67	67	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	461										
34	34	67	67	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	462										
34	34	67	67	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	463		articStaccatoAbove								
34	34	135/2	135/2	0.0	3/8	3/8	Spanner	2/4	1	1	0													19	
34	34	135/2	135/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	464									19	
34	34	135/2	135/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	465									19	
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	466		articStaccatoAbove							19	
34	34	66	66	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	467				105						
34	34	133/2	133/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	468				105						
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	469				105						
34	34	67	67	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	470										
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	471				106						
34	34	66	66	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	472										
35	35	68	68	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	473									19	
35	35	68	68	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	474									19	
35	35	68	68	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	475		articStaccatoBelow							19	
35	35	137/2	137/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	476									19	
35	35	137/2	137/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	477									19	
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	478		articStaccatoBelow							19	
35	35	69	69	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	479									19	
35	35	69	69	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	480									19	
35	35	69	69	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	481		articStaccatoBelow							19	
35	35	139/2	139/2	0.0	3/8	3/8	Spanner	2/4	1	1	0														
35	35	139/2	139/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	482										
35	35	139/2	139/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	483										
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	484		articStaccatoBelow								
35	35	68	68	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	485		articTenutoAbove								
35	35	137/2	137/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	486		articTenutoAbove								
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	487		articTenutoAbove								
36	36	70	70	0.0	0	0	Dynamic	2/4	1	1	0					p									
36	36	701/10	701/10	0.1	1/40	1/40	Chord	2/4	1	1	1/40		1/32	4/5	488				107						
36	36	351/5	351/5	0.0	1/20	1/20	Spanner	2/4	1	1	0								107					20	
36	36	351/5	351/5	0.1	1/20	1/20	Chord	2/4	1	1	1/40		1/32	4/5	489				107					20	
36	36	703/10	703/10	0.1	3/40	3/40	Chord	2/4	1	1	1/40		1/32	4/5	490				107					20	
36	36	352/5	352/5	0.1	1/10	1/10	Chord	2/4	1	1	1/40		1/32	4/5	491				107					20	
36	36	141/2	141/2	0.1	1/8	1/8	Chord	2/4	1	1	1/40		1/32	4/5	492				107					20	
36	36	353/5	353/5	0.1	3/20	3/20	Chord	2/4	1	1	1/40		1/32	4/5	493				107					20	
36	36	707/10	707/10	0.1	7/40	7/40	Chord	2/4	1	1	1/40		1/32	4/5	494				107					20	
36	36	354/5	354/5	0.1	1/5	1/5	Chord	2/4	1	1	1/40		1/32	4/5	495				107					20	
36	36	709/10	709/10	0.1	9/40	9/40	Chord	2/4	1	1	1/40		1/32	4/5	496				107					20	
36	36	71	71	0.0	1/4	1/4	Spanner	2/4	1	1	0								107	1				20	
36	36	71	71	0.1	1/4	1/4	Chord	2/4	1	1	1/40		1/32	4/5	497				107	1				20	
36	36	711/10	711/10	0.1	11/40	11/40	Chord	2/4	1	1	1/40		1/32	4/5	498				107	1				20	
36	36	356/5	356/5	0.1	3/10	3/10	Chord	2/4	1	1	1/40		1/32	4/5	499				107	1				20	
36	36	713/10	713/10	0.1	13/40	13/40	Chord	2/4	1	1	1/40		1/32	4/5	500				107	1				20	
36	36	357/5	357/5	0.1	7/20	7/20	Chord	2/4	1	1	1/40		1/32	4/5	501				107	1				20	
36	36	143/2	143/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					sf				1				20	
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	502		articStaccatoAbove			1				20	
36	36	70	70	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	503		articAccentAbove								
36	36	70	70	0.3333333333333333	0	0	Chord	2/4	2	2	1/12		1/8	2/3	504				108						
36	36	211/3	211/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	2	1/24		1/16	2/3	505				108						
36	36	141/2	141/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	2	1/24		1/16	2/3	506				108						
36	36	212/3	212/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	2	1/24		1/16	2/3	507				108						
36	36	425/6	425/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	2	1/24		1/16	2/3	508				108						
36	36	71	71	0.16666666666666666	1/4	1/4	Chord	2/4	2	2	1/24		1/16	2/3	509				108						
36	36	427/6	427/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	2	1/24		1/16	2/3	510				108						
36	36	214/3	214/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	2	1/24		1/16	2/3	511				108						
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	512										
37	37	72	72	0.0	0	0	Dynamic	2/4	1	1	0					f				1					
37	37	72	72	0.0	0	0	Spanner	2/4	1	1	0									1					
37	37	72	72	0.0	0	0	Spanner	2/4	1	1	0									1				21	
37	37	72	72	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	513					1				21	
37	37	72	72	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	514					1				21	
37	37	72	72	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	515		articStaccatoAbove			1				21	
37	37	145/2	145/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	516					1				21	
37	37	145/2	145/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	517					1				21	
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	518		articStaccatoAbove			1				21	
37	37	73	73	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	519					1				21	
37	37	73	73	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	520					1				21	
37	37	73	73	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	521		articStaccatoAbove			1				21	
37	37	147/2	147/2	0.0	3/8	3/8	Spanner	2/4	1	1	0									1					
37	37	147/2	147/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	522					1					
37	37	147/2	147/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	523					1					
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	524		articStaccatoAbove			1					
37	37	72	72	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	525		articTenutoBelow								
37	37	72	72	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	526										
37	37	145/2	145/2	0.0	1/8	1/8	Chord	2/4	2	1	0	acciaccatura	1/8	1	527		articTenutoBelow								
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	528										
37	37	73	73	0.0	1/4	1/4	Chord	2/4	2	1	0	acciaccatura	1/8	1	529		articTenutoBelow								
37	37	73	73	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	530										
37	37	147/2	147/2	0.0	3/8	3/8	Chord	2/4	2	1	0	acciaccatura	1/8	1	531		articTenutoBelow								
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	532										
38	38	74	74	0.0	0	0	Spanner	2/4	1	1	0														
38	38	74	74	0.0	0	0	Spanner	2/4	1	1	0														9
38	38	74	74	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	533										9
38	38	74	74	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	534										9
38	38	74	74	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	535		articStaccatoAbove								9
38	38	149/2	149/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	536										9
38	38	149/2	149/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	537										9
38	38	149/2	149/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	538		articStaccatoAbove								9
38	38	75	75	0.0	1/4	1/4	Spanner	2/4	1	1	0														
38	38	75	75	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	539										
38	38	75	75	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	540										
38	38	75	75	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	541		articStaccatoAbove								
38	38	151/2	151/2	0.0	3/8	3/8	Spanner	2/4	1	1	0													22	
38	38	151/2	151/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	542									22	
38	38	151/2	151/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	543									22	
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	544		articStaccatoAbove							22	
38	38	74	74	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	545		articTenutoAbove		109						
38	38	149/2	149/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	546				109						
38	38	299/4	299/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	547				109						
38	38	75	75	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	548										
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	549										
38	38	74	74	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	550										
39	39	76	76	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	551									22	
39	39	76	76	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	552									22	
39	39	76	76	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	553									22	
39	39	153/2	153/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	554									22	
39	39	153/2	153/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	555									22	
39	39	153/2	153/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	556									22	
39	39	77	77	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	557									22	
39	39	77	77	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	558									22	
39	39	77	77	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	559									22	
39	39	155/2	155/2	0.0	3/8	3/8	Spanner	2/4	1	1	0														
39	39	155/2	155/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	560										
39	39	155/2	155/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	561										
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	562										
39	39	76	76	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	563		articTenutoAbove								
39	39	153/2	153/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	564		articTenutoAbove								
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	565		articTenutoAbove								
40	40	781/10	781/10	0.1	1/40	1/40	Chord	2/4	1	1	1/40		1/32	4/5	566				110						
40	40	391/5	391/5	0.0	1/20	1/20	Spanner	2/4	1	1	0								110					23	
40	40	391/5	391/5	0.1	1/20	1/20	Chord	2/4	1	1	1/40		1/32	4/5	567				110					23	
40	40	783/10	783/10	0.1	3/40	3/40	Chord	2/4	1	1	1/40		1/32	4/5	568				110					23	
40	40	392/5	392/5	0.1	1/10	1/10	Chord	2/4	1	1	1/40		1/32	4/5	569				110					23	
40	40	157/2	157/2	0.1	1/8	1/8	Chord	2/4	1	1	1/40		1/32	4/5	570				110					23	
40	40	393/5	393/5	0.1	3/20	3/20	Chord	2/4	1	1	1/40		1/32	4/5	571				110					23	
40	40	787/10	787/10	0.1	7/40	7/40	Chord	2/4	1	1	1/40		1/32	4/5	572				110					23	
40	40	394/5	394/5	0.1	1/5	1/5	Chord	2/4	1	1	1/40		1/32	4/5	573				110					23	
40	40	789/10	789/10	0.1	9/40	9/40	Chord	2/4	1	1	1/40		1/32	4/5	574				110					23	
40	40	79	79	0.0	1/4	1/4	Spanner	2/4	1	1	0								110	2				23	
40	40	79	79	0.1	1/4	1/4	Chord	2/4	1	1	1/40		1/32	4/5	575				110	2				23	
40	40	791/10	791/10	0.1	11/40	11/40	Chord	2/4	1	1	1/40		1/32	4/5	576				110	2				23	
40	40	396/5	396/5	0.1	3/10	3/10	Chord	2/4	1	1	1/40		1/32	4/5	577				110	2				23	
40	40	793/10	793/10	0.1	13/40	13/40	Chord	2/4	1	1	1/40		1/32	4/5	578				110	2				23	
40	40	397/5	397/5	0.1	7/20	7/20	Chord	2/4	1	1	1/40		1/32	4/5	579				110	2				23	
40	40	159/2	159/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					sf				2					
40	40	159/2	159/2	0.0	3/8	3/8	Spanner	2/4	1	1	0									2					
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	580		articStaccatoAbove			2					
40	40	78	78	0.0	0	0	Dynamic	2/4	2	1	0					p									
40	40	78	78	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	581		articAccentAbove								
40	40	78	78	0.3333333333333333	0	0	Chord	2/4	2	2	1/12		1/8	2/3	582				111						
40	40	235/3	235/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	2	1/24		1/16	2/3	583				111						
40	40	157/2	157/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	2	1/24		1/16	2/3	584				111						
40	40	236/3	236/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	2	1/24		1/16	2/3	585				111						
40	40	473/6	473/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	2	1/24		1/16	2/3	586				111						
40	40	79	79	0.16666666666666666	1/4	1/4	Chord	2/4	2	2	1/24		1/16	2/3	587				111						
40	40	475/6	475/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	2	1/24		1/16	2/3	588				111						
40	40	238/3	238/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	2	1/24		1/16	2/3	589				111						
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	590										
41	41	80	80	0.0	0	0	Spanner	2/4	1	1	0														
41	41	161/2	161/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	591				112						
41	41	242/3	242/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	592				112						
41	41	485/6	485/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	593				112						
41	41	81	81	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	594				112						
41	41	487/6	487/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	595				112						
41	41	244/3	244/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	596				112						
41	41	163/2	163/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	597				112						
41	41	245/3	245/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	598				112						
41	41	491/6	491/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	599				112						
41	41	80	80	0.0	0	0	Dynamic	2/4	2	1	0					f									
41	41	80	80	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	600		articAccentBelow								
41	41	161/2	161/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	601										
41	41	161/2	161/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	602										
41	41	81	81	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	603										
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	604										
42	42	82	82	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	605				112						
42	42	493/6	493/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	606				112						
42	42	247/3	247/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	607				112						
42	42	165/2	165/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	608				112						
42	42	248/3	248/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	609				112						
42	42	497/6	497/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	610				112						
42	42	83	83	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	611				112						
42	42	499/6	499/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	612				112						
42	42	250/3	250/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	613				112						
42	42	167/2	167/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	614				112						
42	42	251/3	251/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	615				112						
42	42	503/6	503/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	616				112						
42	42	82	82	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	617										
42	42	165/2	165/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	618										
42	42	82	82	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	619										
42	42	165/2	165/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	620										
42	42	83	83	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	621										
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	622										
43	43	84	84	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	623				112						
43	43	505/6	505/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	624				112						
43	43	253/3	253/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	625										
43	43	169/2	169/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	626				113						
43	43	254/3	254/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	627				113						
43	43	509/6	509/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	628				113						
43	43	85	85	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	629				113						
43	43	511/6	511/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	630				113						
43	43	256/3	256/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	631										
43	43	171/2	171/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	632				114						
43	43	257/3	257/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	633				114						
43	43	515/6	515/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	634				114						
43	43	84	84	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	635										
43	43	169/2	169/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	636										
43	43	85	85	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	637										
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	638				115						
43	43	84	84	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	639										
43	43	169/2	169/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	640				116						
43	43	85	85	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	641										
44	44	86	86	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	642				114						
44	44	517/6	517/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	643				114						
44	44	259/3	259/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	644										
44	44	173/2	173/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	645				117						
44	44	260/3	260/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	646				117						
44	44	521/6	521/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	647				117						
44	44	87	87	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	648				117						
44	44	523/6	523/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	649				117						
44	44	262/3	262/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	650										
44	44	175/2	175/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	651				118						
44	44	263/3	263/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	652				118						
44	44	527/6	527/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	653				118						
44	44	86	86	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	654										
44	44	173/2	173/2	0.0	1/8	1/8	Spanner	2/4	2	1	0														10
44	44	173/2	173/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	655				119						10
44	44	87	87	0.0	1/4	1/4	Spanner	2/4	2	1	0														
44	44	87	87	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	656										
44	44	175/2	175/2	0.0	3/8	3/8	StaffText	2/4	2	1	0							lusingando							
44	44	175/2	175/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	657				120						
45	45	88	88	0.0	0	0	Spanner	2/4	1	1	0								118	3					
45	45	88	88	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	658				118	3					
45	45	529/6	529/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	659				118	3					
45	45	265/3	265/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	660				118	3					
45	45	177/2	177/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	661				118	3					
45	45	266/3	266/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	662				118	3					
45	45	533/6	533/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	663				118	3					
45	45	89	89	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	664				118	3					
45	45	535/6	535/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	665				118	3					
45	45	268/3	268/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	666				118	3					
45	45	179/2	179/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	667				118	3					
45	45	269/3	269/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	668				118	3					
45	45	539/6	539/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	669				118	3					
45	45	88	88	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	670										
45	45	89	89	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	671				121						
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	672										
46	46	90	90	0.0	0	0	StaffText	2/4	1	1	0							diminuendo	118	3					
46	46	90	90	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	673				118	3					
