mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	718		articStaccatoBelow													
30	30	118	118	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	719		articAccentBelow							119						
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	720															
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	721									120						
31	31	120	120	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	722									121						
31	31	481/4	481/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	723									121						
31	31	241/2	241/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	724									121						
31	31	483/4	483/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	725															
31	31	121	121	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	726															
31	31	121	121	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	727															
31	31	121	121	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	728		articStaccatoAbove							122						
31	31	485/4	485/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	729		articStaccatoAbove							122						
31	31	243/2	243/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	730		articStaccatoAbove							122						
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	731		articStaccatoAbove													
31	31	122	122	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	732									123						
31	31	489/4	489/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	733									123						
31	31	245/2	245/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	734									123						
31	31	491/4	491/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	735															
31	31	123	123	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	736		articStaccatoAbove							124						
31	31	493/4	493/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	737		articStaccatoAbove							124						
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	738		articStaccatoAbove							124						
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	739		articStaccatoAbove													
31	31	120	120	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	740															
31	31	121	121	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	741															
31	31	122	122	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	742		articAccentBelow							125						
31	31	123	123	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	743		articStaccatoBelow							125						
31	31	493/4	493/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	744		articStaccatoBelow							125						
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	745		articStaccatoBelow							125						
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	746		articStaccatoBelow													
31	31	120	120	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	747									120						
31	31	483/4	483/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	748									120						
31	31	967/8	967/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	749															
31	31	121	121	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	750		articStaccatoAbove							126						
31	31	485/4	485/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	751		articStaccatoAbove							126						
31	31	243/2	243/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	752		articStaccatoAbove							126						
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	753		articStaccatoAbove													
31	31	122	122	0.0	1/2	1/2	Spanner	4/4	2	1	0																			12
31	31	122	122	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	754									127						12
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	755															12
31	31	123	123	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	756															
32	32	124	124	0.0	0	0	Spanner	4/4	1	1	0																		8	
32	32	124	124	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	757		articStaccatoAbove							128					8	
32	32	497/4	497/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	758		articStaccatoAbove							128					8	
32	32	249/2	249/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	759		articStaccatoAbove							128					8	
32	32	499/4	499/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	760		articStaccatoAbove							128					8	
32	32	125	125	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	761		articStaccatoAbove							128					8	
32	32	501/4	501/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	762		articStaccatoAbove							128					8	
32	32	251/2	251/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	763		articStaccatoAbove							128					8	
32	32	503/4	503/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	764		articStaccatoAbove												8	
32	32	126	126	0.0	1/2	1/2	Spanner	4/4	1	1	0																			
32	32	126	126	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	765		articStaccatoAbove							129						
32	32	505/4	505/4	0.0	9/16	9/16	Spanner	4/4	1	1	0													129					9	
32	32	505/4	505/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	766		articStaccatoAbove							129					9	
32	32	253/2	253/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	767		articStaccatoAbove							129					9	
32	32	507/4	507/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	768		articStaccatoAbove							129					9	
32	32	127	127	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	769		articStaccatoAbove							129					9	
32	32	509/4	509/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	770		articStaccatoAbove							129					9	
32	32	255/2	255/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	771		articStaccatoAbove							129					9	
32	32	511/4	511/4	0.0	15/16	15/16	Spanner	4/4	1	1	0																			
32	32	511/4	511/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	772		articStaccatoAbove													
32	32	124	124	1.5	0	0	Chord	4/4	1	2	3/8		1/4	3/2	773									130						
32	32	251/2	251/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	774									130						
32	32	503/4	503/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	775															
32	32	126	126	1.5	1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	776									131						
32	32	255/2	255/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	777									131						
32	32	511/4	511/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	778															
32	32	124	124	0.0	0	0	Spanner	4/4	2	1	0																			13
32	32	124	124	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	779									132						13
32	32	249/2	249/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	780		articStaccatoBelow							132						13
32	32	499/4	499/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	781		articStaccatoBelow							132						13
32	32	125	125	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	782		articStaccatoBelow							132						13
32	32	501/4	501/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	783		articStaccatoBelow							132						13
32	32	251/2	251/2	0.0	3/8	3/8	Spanner	4/4	2	1	0																			
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	784		articStaccatoBelow													
32	32	126	126	0.0	1/2	1/2	Spanner	4/4	2	1	0																			14
32	32	126	126	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	785									133						14
32	32	507/4	507/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	786									133						14
32	32	127	127	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	787															14
32	32	255/2	255/2	0.0	7/8	7/8	Spanner	4/4	2	1	0																			
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	788															
33	33	128	128	0.0	0	0	Spanner	4/4	1	1	0																		10	
33	33	128	128	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	789									134					10	
33	33	513/4	513/4	0.08333333333333333	1/16	1/16	Chord	4/4	1	1	1/48		1/32	2/3	790									134					10	
33	33	385/3	385/3	0.08333333333333333	1/12	1/12	Chord	4/4	1	1	1/48		1/32	2/3	791									134					10	
33	33	1541/12	1541/12	0.08333333333333333	5/48	5/48	Chord	4/4	1	1	1/48		1/32	2/3	792									134					10	
33	33	257/2	257/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	793									134					10	
33	33	515/4	515/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	794		articStaccatoAbove							134					10	
33	33	129	129	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	795		articStaccatoAbove							134					10	
33	33	517/4	517/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	796		articStaccatoAbove							134					10	
33	33	259/2	259/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	797		articStaccatoAbove							134					10	
33	33	519/4	519/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	798		articStaccatoAbove												10	
33	33	130	130	0.0	1/2	1/2	Spanner	4/4	1	1	0																			
33	33	130	130	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	799		articStaccatoAbove							135						
33	33	521/4	521/4	0.0	9/16	9/16	Spanner	4/4	1	1	0													135					11	
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	800		articStaccatoAbove							135					11	
33	33	261/2	261/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	801		articStaccatoAbove							135					11	
33	33	523/4	523/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	802		articStaccatoAbove							135					11	
33	33	131	131	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	803		articStaccatoAbove							135					11	
33	33	525/4	525/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	804		articStaccatoAbove							135					11	
33	33	263/2	263/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	805		articStaccatoAbove							135					11	
33	33	527/4	527/4	0.0	15/16	15/16	Spanner	4/4	1	1	0																			
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	806		articStaccatoAbove													
33	33	128	128	1.5	0	0	Chord	4/4	1	2	3/8		1/4	3/2	807									136						
33	33	259/2	259/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	808									136						
33	33	519/4	519/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	809															
33	33	130	130	1.5	1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	810									137						
33	33	263/2	263/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	811									137						
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	812															
33	33	128	128	0.0	0	0	Spanner	4/4	2	1	0																			15
33	33	128	128	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	813									138						15
33	33	513/4	513/4	0.125	1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	814									138						15
33	33	1027/8	1027/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	815									138						15
33	33	257/2	257/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	816		articStaccatoBelow													15
33	33	515/4	515/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	817		articStaccatoBelow													15
33	33	129	129	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	818		articStaccatoBelow							139						15
33	33	517/4	517/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	819		articStaccatoBelow							139						15
33	33	259/2	259/2	0.0	3/8	3/8	Spanner	4/4	2	1	0																			
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	820		articStaccatoBelow													
33	33	130	130	0.0	1/2	1/2	Spanner	4/4	2	1	0																			16
33	33	130	130	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	821		articStaccatoBelow							140						16
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	822		articStaccatoBelow							140						16
33	33	261/2	261/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	823		articStaccatoBelow							140						16
33	33	523/4	523/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	824		articStaccatoBelow							140						16
33	33	131	131	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	825		articStaccatoBelow													16
33	33	263/2	263/2	0.0	7/8	7/8	Spanner	4/4	2	1	0																			
33	33	263/2	263/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	826									141						
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	827									141						
34	34	132	132	0.0	0	0	Dynamic	4/4	1	1	0					f														
34	34	132	132	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	828		articStaccatoAbove							142						
34	34	529/4	529/4	0.0	1/16	1/16	Spanner	4/4	1	1	0													142					12	
34	34	529/4	529/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	829		articStaccatoAbove							142					12	
34	34	265/2	265/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	830		articStaccatoAbove							142					12	
34	34	531/4	531/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	831		articStaccatoAbove							142					12	
34	34	133	133	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	832		articStaccatoAbove							142					12	
34	34	533/4	533/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	833		articStaccatoAbove							142					12	
34	34	267/2	267/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	834		articStaccatoAbove							142					12	
34	34	535/4	535/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	835		articStaccatoAbove							142					12	
34	34	134	134	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	836		articStaccatoAbove							142					12	
34	34	537/4	537/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	837		articStaccatoAbove							142					12	
34	34	269/2	269/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	838		articStaccatoAbove							142					12	
34	34	539/4	539/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	839		articStaccatoAbove							142					12	
34	34	135	135	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	840		articStaccatoAbove							142					12	
34	34	541/4	541/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	841		articStaccatoAbove							142					12	
34	34	271/2	271/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	842		articStaccatoAbove							142					12	
34	34	543/4	543/4	0.0	15/16	15/16	Spanner	4/4	1	1	0																			
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	843		articStaccatoAbove													
34	34	132	132	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	844															
34	34	133	133	0.75	1/4	1/4	Chord	4/4	1	2	3/16		1/8	3/2	845															
34	34	535/4	535/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	846															
34	34	132	132	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	847		articAccentStaccatoBelow							141						
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	848		articAccentStaccatoBelow													
34	34	133	133	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	849		articAccentStaccatoBelow							143						
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	850		articAccentStaccatoBelow							143						
34	34	134	134	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	851		articAccentStaccatoBelow							143						
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	852		articAccentStaccatoBelow													
34	34	135	135	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	853		articAccentAbove													
35	35	136	136	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>silenza"												
35	35	136	136	0.0	0	0	Dynamic	4/4	1	1	0					p														
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	854									144						
35	35	137	137	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	855									144						
35	35	1097/8	1097/8	0.0	9/32	9/32	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>dolce"						144						
35	35	1097/8	1097/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	856									144						
35	35	549/4	549/4	0.5	5/16	5/16	Chord	4/4	1	1	1/8		1/8	1	857									144						
35	35	551/4	551/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	858									144						
35	35	138	138	0.0	1/2	1/2	Spanner	4/4	1	1	0																		13	
35	35	138	138	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	859														13	
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	860									145					13	
35	35	139	139	0.0	3/4	3/4	Spanner	4/4	1	1	0													145						
35	35	139	139	0.0	3/4	3/4	Spanner	4/4	1	1	0													145						17
35	35	139	139	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	861									145						17
35	35	279/2	279/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	862									145						17
35	35	559/4	559/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	863									145						17
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	864									146						17
35	35	137	137	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	865															17
35	35	138	138	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	866															17
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	867															17
35	35	139	139	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	868															17
35	35	273/2	273/2	0.0	1/8	1/8	StaffText	4/4	2	1	0							legatissimo												
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	869									147						
35	35	137	137	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	870									147						
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	871									147						
35	35	138	138	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	872									147						
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	873									147						
35	35	139	139	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	874									148						
35	35	279/2	279/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	875									148						
35	35	559/4	559/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	876									148						
36	36	140	140	0.0	0	0	Spanner	4/4	1	1	0													145						
36	36	140	140	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	877									145						
36	36	561/4	561/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	878		articAccentBelow													
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	879									149						
36	36	141	141	0.0	1/4	1/4	Spanner	4/4	1	1	0													149						18
36	36	141	141	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	880									149						18
36	36	1129/8	1129/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	881									149						18
36	36	565/4	565/4	0.5	5/16	5/16	Chord	4/4	1	1	1/8		1/8	1	882									149						18
36	36	567/4	567/4	0.0	7/16	7/16	Spanner	4/4	1	1	0																			
36	36	567/4	567/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	883															
36	36	142	142	0.0	1/2	1/2	Spanner	4/4	1	1	0																		14	
36	36	142	142	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	884									150					14	
36	36	285/2	285/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	885									150					14	
36	36	143	143	0.0	3/4	3/4	Spanner	4/4	1	1	0													150						
36	36	143	143	0.0	3/4	3/4	Spanner	4/4	1	1	0													150						19
36	36	143	143	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	886									150						19
36	36	573/4	573/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	887									150						19
36	36	287/2	287/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	888									150						19
36	36	575/4	575/4	0.0	15/16	15/16	Spanner	4/4	1	1	0																			
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	889															
36	36	281/2	281/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4		1/4	1	890															
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	891															
36	36	142	142	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	892									151						
36	36	285/2	285/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4		1/4	1	893															
36	36	140	140	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	894		articTenutoBelow													
36	36	281/2	281/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	895		articTenutoBelow							152						
36	36	563/4	563/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	896									152						
36	36	141	141	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	897									152						
36	36	565/4	565/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	898									152						
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	899															
36	36	142	142	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	900		articTenutoBelow							153						
36	36	285/2	285/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	901		articTenutoBelow							154						
36	36	571/4	571/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	902									154						
36	36	143	143	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	903									154						
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	904															
37	37	144	144	0.0	0	0	Spanner	4/4	1	1	0																			20
37	37	144	144	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	905									155						20
37	37	145	145	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	906									155						20
37	37	1161/8	1161/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	907									155						20
37	37	581/4	581/4	0.75	5/16	5/16	Chord	4/4	1	1	3/16		1/8	3/2	908															20
37	37	146	146	0.0	1/2	1/2	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>ten."												
37	37	146	146	0.0	1/2	1/2	Spanner	4/4	1	1	0																			
37	37	585/4	585/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	909															
37	37	293/2	293/2	0.0	5/8	5/8	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>ten."												
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	910															
37	37	147	147	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	911															
37	37	144	144	1.5	0	0	Chord	4/4	1	2	3/8		1/4	3/2	912									156						
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	913															
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	914		articStaccatoBelow							157						
37	37	147	147	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	915		articStaccatoBelow							157						
37	37	295/2	295/2	0.0	7/8	7/8	Spanner	4/4	1	2	0													157						21
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	916		articStaccatoBelow							157						21
37	37	144	144	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	917		articTenutoBelow							158						
37	37	577/4	577/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	918									158						
37	37	289/2	289/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	919									158						
37	37	579/4	579/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	920									158						
37	37	145	145	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	921									158						
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	922															
38	38	297/2	297/2	0.0	1/8	1/8	StaffText	4/4	1	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>marcato espress."												
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	923									159						
38	38	149	149	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	924									159						
38	38	599/4	599/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	925									159						
38	38	150	150	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	926									159						
38	38	301/2	301/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	927									159						
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	928									159						
38	38	148	148	0.0	0	0	Spanner	4/4	1	2	0																			
38	38	297/2	297/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	929									160						
38	38	595/4	595/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	930									160						
38	38	149	149	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	931		articTenutoBelow													
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	932		articTenutoBelow													
38	38	150	150	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	933									161						
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	934									161						
38	38	151	151	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	935									161						
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	936															
38	38	149	149	1.5	1/4	1/4	Chord	4/4	1	3	3/8		1/4	3/2	937															
38	38	301/2	301/2	1.5	5/8	5/8	Chord	4/4	1	3	3/8		1/4	3/2	938															
38	38	148	148	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	939		articStaccatoBelow													
