mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill
74	74	146	146	0.0	0	0	Dynamic	2/4	2	1	0					p														
74	74	146	146	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	967															
75	75	148	148	0.0	0	0	Spanner	2/4	1	1	0																			
75	75	148	148	0.0	0	0	Spanner	2/4	1	1	0																			4
75	75	148	148	0.0	0	0	Spanner	2/4	1	1	0															14				4
75	75	148	148	0.0	0	0	Chord	2/4	1	1	0	grace16after	1/16	1	968											14				4
75	75	148	148	0.0	0	0	Chord	2/4	1	1	0	grace16after	1/16	1	969											14				4
75	75	148	148	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	970											14				4
75	75	148	148	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	971											14				4
75	75	148	148	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	972											14				4
75	75	148	148	0.0	0	0	Dynamic	2/4	2	1	0					f														
75	75	148	148	0.0	0	0	Spanner	2/4	2	1	0																	9	9	
76	76	150	150	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>sostenuto"												
76	76	150	150	0.0	0	0	Spanner	2/4	1	1	0																			
76	76	150	150	0.0	0	0	Spanner	2/4	1	1	0																			
76	76	301/2	301/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	973		articStaccatoBelow													
76	76	603/4	603/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	974		articStaccatoBelow													
76	76	151	151	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	975		articTenutoAbove													
76	76	150	150	0.0	0	0	Dynamic	2/4	2	1	0					mp														
76	76	150	150	0.0	0	0	Spanner	2/4	2	1	0																			
76	76	150	150	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	976		articStaccatoAbove													
76	76	301/2	301/2	0.0	1/8	1/8	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>ten. senza ped."												
76	76	301/2	301/2	0.0	1/8	1/8	Spanner	2/4	2	1	0														21					
76	76	151	151	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	977										21					
76	76	303/2	303/2	0.0	3/8	3/8	Spanner	2/4	2	1	0																			
76	76	150	150	0.0	0	0	Chord	2/4	2	2	0	acciaccatura	1/8	1	978															
76	76	150	150	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	979		articAccentBelow													
77	77	152	152	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	980															
77	77	609/4	609/4	0.0	1/16	1/16	Spanner	2/4	1	1	0														22					
77	77	609/4	609/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	981		articStaccatoBelow								22					
77	77	305/2	305/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	982		articStaccatoBelow								22					
77	77	611/4	611/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	983		articStaccatoBelow								22					
77	77	153	153	0.0	1/4	1/4	Spanner	2/4	1	1	0																			
77	77	153	153	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	984		articTenutoAbove													
77	77	152	152	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>ten."												
77	77	152	152	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	985		articStaccatoAbove													
77	77	153	153	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	986		articStaccatoAbove													
77	77	152	152	0.0	0	0	Chord	2/4	2	2	0	acciaccatura	1/8	1	987															
77	77	152	152	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	988		articAccentBelow													
78	78	154	154	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	989															
78	78	617/4	617/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	990		articStaccatoAbove													
78	78	309/2	309/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	991		articStaccatoAbove													
78	78	619/4	619/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	992		articStaccatoAbove													
78	78	155	155	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	993		articTenutoBelow													
78	78	154	154	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	994		articStaccatoAbove													
78	78	155	155	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	995		articStaccatoAbove													
78	78	623/4	623/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	996									82						
78	78	154	154	0.0	0	0	Chord	2/4	2	2	0	acciaccatura	1/8	1	997															
78	78	154	154	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	998		articAccentBelow													
79	79	156	156	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	999															
79	79	625/4	625/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1000		articStaccatoBelow													
79	79	313/2	313/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1001		articStaccatoBelow													
79	79	627/4	627/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1002		articStaccatoBelow													
79	79	157	157	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1003		articStaccatoBelow													
79	79	629/4	629/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1004		articStaccatoBelow													
79	79	156	156	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1005		articStaccatoAbove													
79	79	157	157	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1006		articStaccatoAbove													
79	79	156	156	0.0	0	0	Chord	2/4	2	2	0	acciaccatura	1/8	1	1007															
79	79	156	156	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1008		articAccentBelow													
80	80	319/2	319/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1009		articStaccatoBelow													
80	80	639/4	639/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1010		articStaccatoBelow													
80	80	158	158	0.0	0	0	Spanner	2/4	2	1	0														23					
80	80	158	158	0.0	0	0	Chord	2/4	2	1	0	appoggiatura	1/8	1	1011										23					
80	80	158	158	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1012		articStaccatoAbove								23					
80	80	317/2	317/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1013		articStaccatoAbove								23					
80	80	159	159	0.0	1/4	1/4	Spanner	2/4	2	1	0																			
80	80	159	159	0.0	1/4	1/4	Spanner	2/4	2	1	0																			5
80	80	159	159	0.0	1/4	1/4	Spanner	2/4	2	1	0															15				5
80	80	159	159	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1014											15				5
80	80	158	158	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1015		articAccentBelow									15				
81	81	160	160	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1016		articStaccatoBelow													
81	81	641/4	641/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1017		articStaccatoBelow													
81	81	321/2	321/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1018		articStaccatoBelow													
81	81	643/4	643/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1019		articStaccatoBelow													
81	81	161	161	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1020		articStaccatoBelow													
81	81	645/4	645/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1021		articStaccatoBelow													
81	81	323/2	323/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1022		articStaccatoAbove													
81	81	647/4	647/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1023		articStaccatoAbove													
81	81	160	160	0.0	0	0	Spanner	2/4	2	1	0																			
81	81	160	160	0.0	0	0	Spanner	2/4	2	1	0																			
81	81	160	160	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1024															
81	81	321/2	321/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1025		articStaccatoAbove													
81	81	161	161	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1026		articStaccatoAbove													
81	81	323/2	323/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1027		articStaccatoAbove													
81	81	160	160	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1028															
82	82	162	162	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1029		articStaccatoAbove													
82	82	649/4	649/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1030		articStaccatoAbove													
82	82	325/2	325/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1031		articStaccatoAbove													
82	82	651/4	651/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1032		articStaccatoAbove													
82	82	163	163	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1033		articStaccatoAbove													
82	82	653/4	653/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1034		articStaccatoAbove													
82	82	327/2	327/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1035		articStaccatoAbove													
82	82	655/4	655/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1036		articStaccatoAbove													
82	82	162	162	0.0	0	0	Dynamic	2/4	2	1	0					p														
82	82	162	162	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1037		articStaccatoAbove													
82	82	649/4	649/4	0.0	1/16	1/16	Spanner	2/4	2	1	0														24					
82	82	649/4	649/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1038		articStaccatoAbove								24					
82	82	325/2	325/2	0.0	1/8	1/8	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>crescendo"							24					
82	82	325/2	325/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1039		articStaccatoAbove								24					
82	82	651/4	651/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1040		articStaccatoAbove								24					
82	82	163	163	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1041		articStaccatoAbove								24					
82	82	653/4	653/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1042		articStaccatoAbove								24					
82	82	327/2	327/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1043		articStaccatoAbove								24					
82	82	655/4	655/4	0.0	7/16	7/16	Spanner	2/4	2	1	0																			
82	82	655/4	655/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1044		articStaccatoAbove													
82	82	162	162	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1045															
83	83	164	164	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1046		articStaccatoAbove													
83	83	657/4	657/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1047		articStaccatoAbove													
83	83	329/2	329/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1048		articStaccatoAbove													
83	83	659/4	659/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1049		articStaccatoAbove													
83	83	165	165	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1050		articStaccatoAbove													
83	83	661/4	661/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1051		articStaccatoAbove													
83	83	331/2	331/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1052		articStaccatoAbove													
83	83	663/4	663/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1053		articStaccatoAbove													
83	83	164	164	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1054		articStaccatoAbove													
83	83	657/4	657/4	0.0	1/16	1/16	Spanner	2/4	2	1	0															16				
83	83	657/4	657/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1055		articStaccatoAbove									16				
83	83	329/2	329/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1056		articStaccatoAbove									16				
83	83	659/4	659/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1057		articStaccatoAbove									16				
83	83	165	165	0.0	1/4	1/4	Spanner	2/4	2	1	0																			
83	83	165	165	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1058		articStaccatoBelow													
83	83	661/4	661/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1059		articStaccatoBelow													
83	83	331/2	331/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1060		articStaccatoBelow													
83	83	663/4	663/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1061		articStaccatoBelow													
83	83	164	164	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1062															
84	84	333/2	333/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0					mf														
84	84	333/2	333/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1063		articStaccatoBelow													
84	84	667/4	667/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1064		articStaccatoBelow													
84	84	335/2	335/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1065		articAccentAbove													
84	84	166	166	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	1066															
84	84	166	166	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1067		articAccentStaccatoBelow													
84	84	167	167	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1068		articStaccatoBelow													
85	85	168	168	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1069															
85	85	673/4	673/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1070		articStaccatoAbove													
85	85	337/2	337/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1071		articStaccatoAbove													
85	85	675/4	675/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1072		articStaccatoAbove													
85	85	339/2	339/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1073		articAccentAbove													
85	85	168	168	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	1074															
85	85	168	168	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1075		articAccentStaccatoBelow													
85	85	169	169	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1076		articStaccatoBelow													
86	86	170	170	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1077															
86	86	681/4	681/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1078		articStaccatoAbove													
86	86	341/2	341/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1079		articStaccatoAbove													
86	86	683/4	683/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1080		articStaccatoAbove													
86	86	343/2	343/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1081		articAccentBelow													
86	86	170	170	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	1082															
86	86	170	170	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1083		articAccentStaccatoBelow													
86	86	171	171	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1084		articStaccatoBelow													
86	86	687/4	687/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1085									83						
87	87	172	172	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1086															
87	87	689/4	689/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1087		articStaccatoBelow													
87	87	345/2	345/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1088		articStaccatoBelow													
87	87	691/4	691/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1089		articStaccatoBelow													
87	87	347/2	347/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1090									84						
87	87	695/4	695/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1091															
87	87	172	172	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	1092															
87	87	172	172	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1093		articStaccatoBelow													
87	87	173	173	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1094		articStaccatoBelow													
88	88	349/2	349/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1095		articStaccatoAbove							85						
88	88	699/4	699/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1096		articStaccatoAbove							85						
88	88	175	175	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1097		articStaccatoAbove							85						
88	88	701/4	701/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1098		articStaccatoAbove							85						
88	88	351/2	351/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1099		articStaccatoAbove							85						
88	88	703/4	703/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1100		articStaccatoAbove							85						
88	88	174	174	0.0	0	0	Dynamic	2/4	2	1	0					sf														
88	88	174	174	0.0	0	0	Spanner	2/4	2	1	0														25					
88	88	174	174	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	1101									86	25					
88	88	174	174	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	1102									86	25					
88	88	174	174	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	1103									86	25					
88	88	174	174	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1104		articStaccatoAbove							86	25					
88	88	349/2	349/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																			
88	88	349/2	349/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1105		articStaccatoAbove													
88	88	175	175	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1106		articStaccatoAbove													
88	88	351/2	351/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1107		articStaccatoAbove													
89	89	176	176	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1108		articStaccatoAbove							85						
89	89	705/4	705/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1109		articStaccatoAbove							85						
89	89	353/2	353/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1110		articStaccatoAbove							85						
89	89	707/4	707/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1111		articStaccatoAbove							85						
89	89	177	177	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1112		articStaccatoAbove							85						
89	89	709/4	709/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1113		articStaccatoAbove							85						
89	89	355/2	355/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1114		articStaccatoAbove							85						
89	89	711/4	711/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1115		articStaccatoAbove							85						
89	89	176	176	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	1116															
89	89	176	176	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1117		articAccentStaccatoAbove													
89	89	353/2	353/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1118		articStaccatoAbove													
89	89	177	177	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1119		articStaccatoAbove													
89	89	355/2	355/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1120		articStaccatoAbove													
90	90	178	178	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1121		articStaccatoAbove							85						
90	90	713/4	713/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1122		articStaccatoAbove													
90	90	357/2	357/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1123		articStaccatoBelow							87						
90	90	715/4	715/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1124		articStaccatoBelow							87						
90	90	179	179	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1125		articStaccatoBelow							87						
90	90	717/4	717/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1126		articStaccatoBelow							87						
90	90	359/2	359/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1127		articStaccatoBelow							87						
90	90	719/4	719/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1128		articStaccatoBelow							87						
90	90	178	178	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>crescendo"												
90	90	178	178	0.0	0	0	Dynamic	2/4	2	1	0					sf														
90	90	178	178	0.0	0	0	Spanner	2/4	2	1	0														26					
90	90	178	178	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	1129										26					
90	90	178	178	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	1130										26					
90	90	178	178	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	1131										26					
90	90	178	178	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1132		articStaccatoBelow								26					
90	90	357/2	357/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																			
90	90	357/2	357/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1133		articStaccatoBelow													
90	90	179	179	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1134		articStaccatoBelow													
90	90	359/2	359/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1135		articStaccatoBelow													
91	91	180	180	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1136		articStaccatoAbove							87						
91	91	721/4	721/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1137		articStaccatoAbove							87						
91	91	361/2	361/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1138		articStaccatoAbove							87						
91	91	723/4	723/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1139		articStaccatoAbove							87						
91	91	181	181	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1140		articStaccatoBelow							87						
91	91	725/4	725/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1141		articStaccatoBelow							87						
91	91	363/2	363/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1142		articStaccatoBelow							87						
91	91	727/4	727/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1143		articStaccatoBelow							87						
91	91	180	180	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	1144															
91	91	180	180	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1145		articAccentStaccatoBelow													
91	91	361/2	361/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1146		articStaccatoBelow													
91	91	181	181	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1147		articStaccatoBelow													
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1148		articStaccatoBelow													
92	92	182	182	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>agitato"						87						
92	92	182	182	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1149		articStaccatoBelow							87						
92	92	729/4	729/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1150		articStaccatoBelow													
92	92	365/2	365/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0					f														
92	92	365/2	365/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1151		articStaccatoBelow													
92	92	731/4	731/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1152		articStaccatoBelow													
92	92	183	183	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1153		articStaccatoAbove													
92	92	733/4	733/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1154		articStaccatoAbove													
92	92	367/2	367/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1155		articStaccatoAbove													
92	92	735/4	735/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1156		articStaccatoAbove													
92	92	182	182	0.0	0	0	Dynamic	2/4	2	1	0					sf														
92	92	182	182	0.0	0	0	Spanner	2/4	2	1	0														27					
92	92	182	182	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	1157										27					
92	92	182	182	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	1158										27					
92	92	182	182	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	1159										27					
92	92	182	182	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1160		articStaccatoBelow								27					
92	92	365/2	365/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																			
92	92	365/2	365/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1161		articStaccatoBelow													
92	92	183	183	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1162		articStaccatoBelow													
92	92	367/2	367/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1163		articStaccatoBelow													
93	93	184	184	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1164		articStaccatoAbove													
93	93	737/4	737/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1165		articStaccatoAbove													
93	93	369/2	369/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1166		articStaccatoAbove													
93	93	739/4	739/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1167		articStaccatoAbove													
93	93	185	185	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1168		articStaccatoBelow													
93	93	741/4	741/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1169		articStaccatoBelow													
93	93	371/2	371/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1170		articStaccatoBelow													
93	93	743/4	743/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1171		articStaccatoBelow													
93	93	184	184	0.0	0	0	Dynamic	2/4	2	1	0					sf														
93	93	184	184	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	1172															
93	93	184	184	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1173		articStaccatoBelow													
93	93	369/2	369/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1174		articStaccatoBelow													
93	93	185	185	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1175		articStaccatoBelow													
93	93	371/2	371/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1176		articStaccatoBelow													
94	94	186	186	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1177		articStaccatoBelow													
94	94	745/4	745/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1178		articStaccatoBelow													
94	94	373/2	373/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1179		articStaccatoBelow													
94	94	747/4	747/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1180		articStaccatoBelow													
94	94	187	187	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1181		articStaccatoBelow													
