mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
36	36	287/4	287/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	487																
36	36	143/2	143/2	0.5	3/8	3/8	Chord	4/8	2	2	1/8		1/8	1	488																
37	37	72	72	0.0	0	0	SystemText	4/8	1	1	0								crescendo												
37	37	72	72	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	489																
37	37	291/4	291/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	490		articTenutoAbove														
37	37	73	73	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	491																
37	37	147/2	147/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	492		articTenutoAbove														
37	37	72	72	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	493																
37	37	291/4	291/4	0.25	3/16	3/16	Chord	4/8	1	2	1/16		1/16	1	494																
37	37	73	73	1.0	1/4	1/4	Chord	4/8	1	2	1/4		1/4	1	495																
37	37	72	72	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	496																
37	37	289/4	289/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	497																
37	37	145/2	145/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	498																
37	37	291/4	291/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	499																
37	37	73	73	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	500																
37	37	293/4	293/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	501																
37	37	147/2	147/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	502																
37	37	295/4	295/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	503																
38	38	74	74	0.25	0	0	Chord	4/8	1	1	1/16		1/16	1	504																
38	38	297/4	297/4	0.75	1/16	1/16	Chord	4/8	1	1	3/16		1/8	3/2	505		articTenutoAbove														
38	38	75	75	0.75	1/4	1/4	Chord	4/8	1	1	3/16		1/8	3/2	506		articTenutoAbove														
38	38	303/4	303/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	507		articTenutoAbove														
38	38	74	74	0.25	0	0	Chord	4/8	1	2	1/16		1/16	1	508																
38	38	297/4	297/4	0.75	1/16	1/16	Chord	4/8	1	2	3/16		1/8	3/2	509																
38	38	75	75	0.75	1/4	1/4	Chord	4/8	1	2	3/16		1/8	3/2	510																
38	38	303/4	303/4	0.25	7/16	7/16	Chord	4/8	1	2	1/16		1/16	1	511																
38	38	74	74	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	512																
38	38	297/4	297/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	513																
38	38	149/2	149/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	514																
38	38	299/4	299/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	515																
38	38	75	75	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	516																
38	38	301/4	301/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	517																
38	38	151/2	151/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	518																
38	38	303/4	303/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	519																
39	39	76	76	0.0	0	0	SystemText	4/8	1	1	0								<i>crescendo</i>												
39	39	76	76	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	520										71						
39	39	153/2	153/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	521		articTenutoAbove								71						
39	39	307/4	307/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	522		articTenutoAbove								71						
39	39	77	77	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	523		articTenutoAbove								71						
39	39	155/2	155/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	524		articTenutoAbove														
39	39	77	77	0.25	1/4	1/4	Chord	4/8	1	2	1/16		1/16	1	525																
39	39	309/4	309/4	0.25	5/16	5/16	Chord	4/8	1	2	1/16		1/16	1	526																
39	39	155/2	155/2	0.25	3/8	3/8	Chord	4/8	1	2	1/16		1/16	1	527																
39	39	311/4	311/4	0.25	7/16	7/16	Chord	4/8	1	2	1/16		1/16	1	528																
39	39	76	76	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	529																
39	39	305/4	305/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	530																
39	39	153/2	153/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	531																
39	39	307/4	307/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	532																
39	39	77	77	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	533																
39	39	309/4	309/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	534																
39	39	155/2	155/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	535																
39	39	311/4	311/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	536																
39	39	76	76	1.0	0	0	Chord	4/8	2	2	1/4		1/4	1	537																
40	40	78	78	0.0	0	0	Dynamic	4/8	1	1	0					f															
40	40	78	78	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	538		articTenutoAbove								72						
40	40	157/2	157/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	539		articTenutoBelow								72						
40	40	315/4	315/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	540		articTenutoBelow								72						
40	40	79	79	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	541		articTenutoBelow								72						
40	40	159/2	159/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	542		articTenutoBelow														
40	40	78	78	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	543																
40	40	313/4	313/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	544		articAccentBelow														
40	40	157/2	157/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	545		articAccentBelow														
40	40	315/4	315/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	546		articAccentBelow														
40	40	79	79	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	547		articAccentBelow														
40	40	317/4	317/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	548		articAccentBelow														
40	40	159/2	159/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	549		articAccentBelow														
40	40	319/4	319/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	550		articAccentBelow														
41	41	80	80	0.0	0	0	SystemText	4/8	1	1	0								<i>legatissimo</i>												
41	41	80	80	0.0	0	0	Spanner	4/8	1	1	0																				8
41	41	80	80	2.0	0	0	Chord	4/8	1	1	1/2		1/2	1	551																8
41	41	80	80	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	552																8
41	41	81	81	0.0	1/4	1/4	StaffText	4/8	1	2	0							poco dolente													8
41	41	163/2	163/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	553										73						8
41	41	80	80	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	554																
41	41	321/4	321/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	555																
41	41	161/2	161/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	556																
41	41	323/4	323/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	557																
41	41	81	81	1.0	1/4	1/4	Chord	4/8	2	1	1/4		1/4	1	558																
41	41	81	81	0.25	1/4	1/4	Chord	4/8	2	2	1/16		1/16	1	559																
41	41	325/4	325/4	0.25	5/16	5/16	Chord	4/8	2	2	1/16		1/16	1	560																
41	41	163/2	163/2	0.25	3/8	3/8	Chord	4/8	2	2	1/16		1/16	1	561										74						
41	41	327/4	327/4	0.25	7/16	7/16	Chord	4/8	2	2	1/16		1/16	1	562										74						
41	41	161/2	161/2	1.0	1/8	1/8	Chord	4/8	2	3	1/4		1/4	1	563																
42	42	82	82	2.0	0	0	Chord	4/8	1	1	1/2		1/2	1	564																8
42	42	83	83	0.0	1/4	1/4	Spanner	4/8	1	1	0																				
42	42	82	82	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	565										73						
42	42	165/2	165/2	0.5	1/8	1/8	Chord	4/8	1	2	1/8		1/8	1	566																
42	42	167/2	167/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	567										75						
42	42	329/4	329/4	0.75	1/16	1/16	Chord	4/8	2	1	3/16		1/8	3/2	568																
42	42	83	83	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	569																
42	42	82	82	0.25	0	0	Chord	4/8	2	2	1/16		1/16	1	570										74						
42	42	329/4	329/4	0.25	1/16	1/16	Chord	4/8	2	2	1/16		1/16	1	571										74						
42	42	165/2	165/2	0.25	1/8	1/8	Chord	4/8	2	2	1/16		1/16	1	572										74						
42	42	331/4	331/4	0.25	3/16	3/16	Chord	4/8	2	2	1/16		1/16	1	573										74						
42	42	83	83	0.25	1/4	1/4	Chord	4/8	2	2	1/16		1/16	1	574										74						
42	42	333/4	333/4	0.25	5/16	5/16	Chord	4/8	2	2	1/16		1/16	1	575										74						
42	42	167/2	167/2	0.25	3/8	3/8	Chord	4/8	2	2	1/16		1/16	1	576																
42	42	335/4	335/4	0.25	7/16	7/16	Chord	4/8	2	2	1/16		1/16	1	577																
43	43	84	84	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	578																
43	43	169/2	169/2	0.0	1/8	1/8	Spanner	4/8	1	1	0																				9
43	43	169/2	169/2	1.5	1/8	1/8	Chord	4/8	1	1	3/8		1/4	3/2	579																9
43	43	84	84	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	580																9
43	43	169/2	169/2	1.0	1/8	1/8	Chord	4/8	1	2	1/4		1/4	1	581										76						9
43	43	171/2	171/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	582										76						9
43	43	169/2	169/2	1.0	1/8	1/8	Chord	4/8	2	1	1/4		1/4	1	583																
43	43	84	84	0.25	0	0	Chord	4/8	2	2	1/16		1/16	1	584																
43	43	337/4	337/4	0.25	1/16	1/16	Chord	4/8	2	2	1/16		1/16	1	585																
43	43	169/2	169/2	0.25	1/8	1/8	Chord	4/8	2	2	1/16		1/16	1	586																
43	43	339/4	339/4	0.25	3/16	3/16	Chord	4/8	2	2	1/16		1/16	1	587																
43	43	85	85	1.0	1/4	1/4	Chord	4/8	2	2	1/4		1/4	1	588																
43	43	85	85	0.25	1/4	1/4	Chord	4/8	2	3	1/16		1/16	1	589																
43	43	341/4	341/4	0.25	5/16	5/16	Chord	4/8	2	3	1/16		1/16	1	590																
43	43	171/2	171/2	0.25	3/8	3/8	Chord	4/8	2	3	1/16		1/16	1	591										77						
43	43	343/4	343/4	0.25	7/16	7/16	Chord	4/8	2	3	1/16		1/16	1	592										77						
44	44	86	86	1.0	0	0	Chord	4/8	1	1	1/4		1/4	1	593																9
44	44	87	87	0.0	1/4	1/4	Spanner	4/8	1	1	0																				
44	44	175/2	175/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	594										78						
44	44	86	86	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	595										76						
44	44	173/2	173/2	0.5	1/8	1/8	Chord	4/8	1	2	1/8		1/8	1	596																
44	44	175/2	175/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	597										79						
44	44	86	86	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	598																
44	44	345/4	345/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	599																
44	44	173/2	173/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	600																
44	44	347/4	347/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	601																
44	44	87	87	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	602																
44	44	349/4	349/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	603																
44	44	175/2	175/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	604										80						
44	44	351/4	351/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	605										80						
44	44	345/4	345/4	0.75	1/16	1/16	Chord	4/8	2	2	3/16		1/8	3/2	606																
44	44	87	87	0.5	1/4	1/4	Chord	4/8	2	2	1/8		1/8	1	607																
45	45	88	88	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	608		articStaccatoAbove														
45	45	177/2	177/2	0.0	1/8	1/8	SystemText	4/8	1	1	0								"<i>crescendo
</i>"												
45	45	177/2	177/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	609										81						
45	45	89	89	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	610		articStaccatoAbove														
45	45	179/2	179/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	611										82						
45	45	88	88	0.0	0	0	Dynamic	4/8	1	2	0					p															
45	45	88	88	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	612																
45	45	177/2	177/2	0.5	1/8	1/8	Chord	4/8	1	2	1/8		1/8	1	613										83						
45	45	89	89	0.5	1/4	1/4	Chord	4/8	1	2	1/8		1/8	1	614																
45	45	179/2	179/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	615										84						
45	45	88	88	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	616										80						
45	45	353/4	353/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	617																
45	45	177/2	177/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	618										85						
45	45	355/4	355/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	619										85						
45	45	89	89	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	620										85						
45	45	357/4	357/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	621																
45	45	179/2	179/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	622										86						
45	45	359/4	359/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	623										86						
46	46	90	90	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	624		articStaccatoAbove														
46	46	181/2	181/2	0.0	1/8	1/8	Spanner	4/8	1	1	0																0				
46	46	181/2	181/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	625												0				
46	46	91	91	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	626		articStaccatoAbove										0				
46	46	183/2	183/2	0.0	3/8	3/8	Spanner	4/8	1	1	0																				
46	46	183/2	183/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	627										87						
46	46	90	90	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	628																
46	46	181/2	181/2	0.25	1/8	1/8	Chord	4/8	1	2	1/16		1/16	1	629																
46	46	363/4	363/4	0.25	3/16	3/16	Chord	4/8	1	2	1/16		1/16	1	630																
46	46	183/2	183/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	631										88						
46	46	90	90	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	632										86						
46	46	361/4	361/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	633																
46	46	181/2	181/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	634										89						
46	46	363/4	363/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	635										89						
46	46	91	91	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	636										89						
46	46	365/4	365/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	637																
46	46	183/2	183/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	638										90						
46	46	367/4	367/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	639										90						
46	46	181/2	181/2	1.0	1/8	1/8	Chord	4/8	2	2	1/4		1/4	1	640																
47	47	92	92	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	641		articAccentStaccatoAbove														
47	47	185/2	185/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	642										91						
47	47	93	93	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	643		articAccentStaccatoAbove														
47	47	187/2	187/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	644										92						
47	47	92	92	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	645																
47	47	185/2	185/2	0.5	1/8	1/8	Chord	4/8	1	2	1/8		1/8	1	646										93						
47	47	93	93	0.5	1/4	1/4	Chord	4/8	1	2	1/8		1/8	1	647																
47	47	187/2	187/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	648										94						
47	47	92	92	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	649										90						
47	47	369/4	369/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	650																
47	47	185/2	185/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	651										95						
47	47	371/4	371/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	652										95						
47	47	93	93	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	653										95						
47	47	373/4	373/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	654																
47	47	187/2	187/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	655										96						
47	47	375/4	375/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	656										96						
48	48	94	94	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	657		articAccentStaccatoAbove														
48	48	189/2	189/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	658										97						
48	48	379/4	379/4	0.0	3/16	3/16	SystemText	4/8	1	1	0								<i>risoluto</i>						97						
48	48	95	95	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	659		articAccentStaccatoAbove														
48	48	191/2	191/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	660		articAccentStaccatoAbove														
48	48	94	94	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	661																
48	48	189/2	189/2	0.0	1/8	1/8	Dynamic	4/8	1	2	0					f															
48	48	189/2	189/2	0.25	1/8	1/8	Chord	4/8	1	2	1/16		1/16	1	662										98						
48	48	379/4	379/4	0.25	3/16	3/16	Chord	4/8	1	2	1/16		1/16	1	663										98						
48	48	94	94	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	664										96						
48	48	377/4	377/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	665																
48	48	189/2	189/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	666										99						
48	48	379/4	379/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	667										99						
48	48	95	95	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	668										99						
48	48	381/4	381/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	669																
48	48	191/2	191/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	670		articAccentStaccatoBelow														
48	48	383/4	383/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	671		articAccentStaccatoBelow														
48	48	189/2	189/2	1.0	1/8	1/8	Chord	4/8	2	2	1/4		1/4	1	672																
49	49	96	96	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	673		articAccentStaccatoAbove														
49	49	193/2	193/2	0.0	1/8	1/8	Dynamic	4/8	1	1	0					p															
49	49	193/2	193/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	674		articStaccatoAbove								100						
49	49	195/2	195/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	675		articTenutoStaccatoAbove								100						
49	49	96	96	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	676		articAccentStaccatoBelow								101						
49	49	193/2	193/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	677		articTenutoBelow								101						
49	49	97	97	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	678		articStaccatoBelow								101						
49	49	195/2	195/2	0.5	3/8	3/8	Chord	4/8	2	1	1/8		1/8	1	679		articTenutoBelow														
50	50	197/2	197/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	680		articTenutoStaccatoAbove								100						
50	50	199/2	199/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	681		articTenutoStaccatoAbove								100						
50	50	98	98	0.0	0	0	Spanner	4/8	2	1	0																				10
50	50	98	98	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	682										102						10
50	50	393/4	393/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	683										102						10
50	50	197/2	197/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	684										102						10
50	50	395/4	395/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	685										102						10
50	50	99	99	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	686																10
50	50	199/2	199/2	0.0	3/8	3/8	Spanner	4/8	2	1	0																				
50	50	199/2	199/2	0.0	3/8	3/8	Spanner	4/8	2	1	0																				11
50	50	199/2	199/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	687										103						11
50	50	399/4	399/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	688										103						11
51	51	201/2	201/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	689		articStaccatoAbove														
51	51	203/2	203/2	0.0	3/8	3/8	SystemText	4/8	1	1	0								<i>portamento</i>												
51	51	203/2	203/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	690																
51	51	100	100	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	691										103						11
51	51	401/4	401/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	692										103						11
51	51	201/2	201/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	693																11
51	51	101	101	0.0	1/4	1/4	Spanner	4/8	2	1	0																				
51	51	101	101	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	694																
51	51	203/2	203/2	0.5	3/8	3/8	Chord	4/8	2	1	1/8		1/8	1	695																
52	52	102	102	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	696																
52	52	205/2	205/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	697																
52	52	103	103	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	698																
52	52	207/2	207/2	0.0	3/8	3/8	SystemText	4/8	1	1	0								<i>tenebroso</i>												
52	52	102	102	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	699																
52	52	205/2	205/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	700																
52	52	103	103	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	701																
52	52	207/2	207/2	0.0	3/8	3/8	Spanner	4/8	2	1	0																			3	
52	52	207/2	207/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	702		articStaccatoBelow													3	
52	52	415/4	415/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	703		articStaccatoBelow													3	
53	53	211/2	211/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	704		articTenutoAbove								104						
53	53	104	104	0.0	0	0	Dynamic	4/8	2	1	0					p															
53	53	104	104	0.0	0	0	Spanner	4/8	2	1	0																				
53	53	104	104	0.0	0	0	Spanner	4/8	2	1	0																				12
53	53	104	104	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	705										105						12
53	53	209/2	209/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	706																12
53	53	419/4	419/4	0.0	3/16	3/16	Spanner	4/8	2	1	0																				
53	53	419/4	419/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	707																
53	53	105	105	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	708																
53	53	421/4	421/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	709																
53	53	211/2	211/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	710																
53	53	423/4	423/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	711																
54	54	106	106	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	712		articTenutoBelow								104						
54	54	213/2	213/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	713		articTenutoBelow								104						
54	54	107	107	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	714		articTenutoBelow														
54	54	215/2	215/2	0.0	3/8	3/8	SystemText	4/8	1	1	0								<i>poco piu risoluto</i>												
54	54	106	106	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	715																
54	54	213/2	213/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	716																
54	54	107	107	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	717																
54	54	215/2	215/2	0.0	3/8	3/8	Spanner	4/8	2	1	0																			4	
54	54	215/2	215/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	718		articStaccatoBelow													4	
54	54	431/4	431/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	719		articStaccatoBelow													4	
55	55	219/2	219/2	0.0	3/8	3/8	StaffText	4/8	1	1	0							crescendo													
55	55	219/2	219/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	720		articTenutoBelow								106						
55	55	108	108	0.0	0	0	Spanner	4/8	2	1	0																				
55	55	108	108	0.0	0	0	Spanner	4/8	2	1	0																				13
55	55	108	108	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	721										107						13
55	55	217/2	217/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	722																13
55	55	435/4	435/4	0.0	3/16	3/16	Spanner	4/8	2	1	0																				
55	55	435/4	435/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	723																
55	55	109	109	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	724																
55	55	437/4	437/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	725																
55	55	219/2	219/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	726																
55	55	439/4	439/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	727																
56	56	110	110	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	728		articTenutoBelow								106						
56	56	221/2	221/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	729		articTenutoBelow								106						
56	56	111	111	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	730		articTenutoBelow														
56	56	223/2	223/2	0.0	3/8	3/8	SystemText	4/8	1	1	0								risoluto												
56	56	110	110	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	731																
56	56	221/2	221/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	732																
56	56	111	111	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	733																
56	56	223/2	223/2	0.0	3/8	3/8	Spanner	4/8	2	1	0																			5	
