mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
96	95	571/2	571/2	0.0	1/2	1/2	Spanner	6/8	1	1	0																			19	
96	95	571/2	571/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1215															19	
96	95	286	286	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1216		articAccentAbove													19	
96	95	567/2	567/2	0.25	0	0	Chord	6/8	1	2	1/16		1/16	1	1217															19	
96	95	1135/4	1135/4	0.25	1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	1218															19	
96	95	284	284	0.25	1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	1219															19	
96	95	1137/4	1137/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	1220															19	
96	95	569/2	569/2	0.25	1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	1221															19	
96	95	1139/4	1139/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	1222															19	
96	95	285	285	0.25	3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1223															19	
96	95	1141/4	1141/4	0.25	7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1224															19	
96	95	571/2	571/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1225															19	
96	95	567/2	567/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1226																
96	95	285	285	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1227																
96	95	571/2	571/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1228									172							
96	95	286	286	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1229																
96	95	567/2	567/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	1230									173							
96	95	284	284	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	1231									173							
96	95	569/2	569/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	1232									173							
96	95	285	285	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	1233																
96	95	571/2	571/2	1.0	1/2	1/2	Chord	6/8	2	2	1/4		1/4	1	1234																
97	96	573/2	573/2	0.0	0	0	Spanner	6/8	1	1	0																				
97	96	573/2	573/2	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	1235																
97	96	573/2	573/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1236		articStaccatoAbove														
97	96	1149/4	1149/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1237									174							
97	96	575/2	575/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1238																
97	96	288	288	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1239									175							
97	96	577/2	577/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1240																
97	96	289	289	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1241																
97	96	573/2	573/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	1242									176							
97	96	1147/4	1147/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1243									176							
97	96	287	287	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1244									176							
97	96	1149/4	1149/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1245									176							
97	96	575/2	575/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1246									176							
97	96	1151/4	1151/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1247									176							
97	96	288	288	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1248									176							
97	96	1153/4	1153/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1249									176							
97	96	577/2	577/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1250									176							
97	96	1155/4	1155/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1251																
97	96	289	289	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1252																
97	96	289	289	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	1253		articStaccatoBelow														
98	97	579/2	579/2	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	1254																
98	97	579/2	579/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1255		articStaccatoAbove														
98	97	1161/4	1161/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1256									177							
98	97	581/2	581/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1257																
98	97	291	291	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1258									178							
98	97	583/2	583/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1259																
98	97	292	292	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1260																
98	97	579/2	579/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	1261									179							
98	97	1159/4	1159/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1262									179							
98	97	290	290	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1263									179							
98	97	1161/4	1161/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1264									179							
98	97	581/2	581/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1265									179							
98	97	1163/4	1163/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1266									179							
98	97	291	291	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1267									179							
98	97	1165/4	1165/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1268									179							
98	97	583/2	583/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1269									179							
98	97	1167/4	1167/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1270									179							
98	97	292	292	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1271																
98	97	292	292	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	1272		articStaccatoAbove														
99	98	585/2	585/2	0.0	0	0	Dynamic	6/8	1	1	0					p															
99	98	585/2	585/2	0.0	0	0	Spanner	6/8	1	1	0																			20	
99	98	585/2	585/2	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	1273															20	
99	98	585/2	585/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	1274									180						20	
99	98	1173/4	1173/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1275									180						20	
99	98	587/2	587/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1276		articStaccatoAbove													20	
99	98	294	294	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	1277									181						20	
99	98	1179/4	1179/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1278									181						20	
99	98	295	295	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1279		articStaccatoAbove													20	
99	98	585/2	585/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1280																
99	98	293	293	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1281		articStaccatoBelow							182							
99	98	1173/4	1173/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1282		articStaccatoBelow							182							
99	98	587/2	587/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1283		articStaccatoBelow														
99	98	294	294	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1284		articStaccatoBelow														
99	98	589/2	589/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1285		articStaccatoBelow														
99	98	295	295	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1286		articStaccatoBelow							183							
99	98	1181/4	1181/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1287		articStaccatoBelow							183							
100	99	591/2	591/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	1288									184						20	
100	99	1185/4	1185/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1289									184						20	
100	99	593/2	593/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1290		articStaccatoAbove													20	
100	99	297	297	0.0	3/8	3/8	Spanner	6/8	1	1	0																2			20	
100	99	297	297	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	1291									185			2			20	
100	99	1191/4	1191/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1292									185			2			20	
100	99	298	298	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1293		articStaccatoAbove										2			20	
100	99	591/2	591/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1294		articStaccatoBelow														
100	99	296	296	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1295		articStaccatoBelow														
100	99	593/2	593/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1296		articStaccatoBelow														
100	99	297	297	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1297		articStaccatoBelow							186							
100	99	1189/4	1189/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1298		articStaccatoBelow							186							
100	99	595/2	595/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1299		articStaccatoBelow														
100	99	298	298	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1300		articStaccatoBelow														
101	100	597/2	597/2	0.0	0	0	Spanner	6/8	1	1	0																2				
101	100	597/2	597/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1301		articAccentStaccatoAbove										2				
101	100	299	299	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1302		articAccentStaccatoAbove										2				
101	100	599/2	599/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1303		articAccentStaccatoAbove										2				
101	100	300	300	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1304												2				
101	100	601/2	601/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1305												2				
101	100	301	301	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1306												2				
101	100	300	300	0.25	3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1307												2				
101	100	1201/4	1201/4	0.25	7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1308												2				
101	100	601/2	601/2	0.25	1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	1309												2				
101	100	1203/4	1203/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	1310												2				
101	100	301	301	0.25	5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	1311												2				
101	100	1205/4	1205/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	1312												2				
101	100	597/2	597/2	0.0	0	0	Dynamic	6/8	2	1	0					f															
101	100	597/2	597/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1313																
101	100	300	300	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1314		articAccentStaccatoAbove														
101	100	601/2	601/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1315		articAccentStaccatoAbove														
101	100	301	301	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1316		articAccentStaccatoAbove														
102	101	603/2	603/2	0.0	0	0	Spanner	6/8	1	1	0																				
102	101	603/2	603/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1317		articAccentStaccatoAbove														
102	101	302	302	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1318		articAccentStaccatoAbove														
102	101	605/2	605/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1319		articAccentStaccatoAbove														
102	101	303	303	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1320																
102	101	607/2	607/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1321																
102	101	304	304	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1322																
102	101	303	303	0.25	3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1323																
102	101	1213/4	1213/4	0.25	7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1324																
102	101	607/2	607/2	0.25	1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	1325																
102	101	1215/4	1215/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	1326																
102	101	304	304	0.25	5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	1327																
102	101	1217/4	1217/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	1328																
102	101	603/2	603/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1329																
102	101	303	303	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1330		articAccentStaccatoAbove														
102	101	607/2	607/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1331		articAccentStaccatoAbove														
102	101	304	304	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1332		articAccentStaccatoAbove														
103	102	609/2	609/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1333		articAccentStaccatoBelow														
103	102	305	305	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1334		articAccentStaccatoBelow														
103	102	611/2	611/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1335		articAccentStaccatoBelow														
103	102	306	306	0.0	3/8	3/8	Spanner	6/8	1	1	0																				13
103	102	306	306	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1336																13
103	102	306	306	0.25	3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1337									187							13
103	102	1225/4	1225/4	0.25	7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1338									187							13
103	102	613/2	613/2	0.25	1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	1339									187							13
103	102	1227/4	1227/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	1340									187							13
103	102	307	307	0.25	5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	1341									187							13
103	102	1229/4	1229/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	1342																13
103	102	609/2	609/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1343																
103	102	306	306	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1344									188							
103	102	613/2	613/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1345									188							
103	102	307	307	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1346																
104	103	615/2	615/2	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	1347																13
104	103	615/2	615/2	0.25	0	0	Chord	6/8	1	2	1/16		1/16	1	1348									189							13
104	103	1231/4	1231/4	0.25	1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	1349									189							13
104	103	308	308	0.25	1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	1350									189							13
104	103	1233/4	1233/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	1351									189							13
104	103	617/2	617/2	0.25	1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	1352									189							13
104	103	1235/4	1235/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	1353																13
104	103	309	309	0.25	3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	1354									190							13
104	103	1237/4	1237/4	0.25	7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	1355									190							13
104	103	619/2	619/2	0.25	1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	1356									190							13
104	103	1239/4	1239/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	1357									190							13
104	103	310	310	0.25	5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	1358									190							13
104	103	1241/4	1241/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	1359																13
104	103	615/2	615/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1360									191							
104	103	308	308	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1361									191							
104	103	617/2	617/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1362																
104	103	309	309	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1363									192							
104	103	619/2	619/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1364									192							
104	103	310	310	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1365																
105	104	621/2	621/2	0.0	0	0	StaffText	3/8	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>rinforz."													
105	104	621/2	621/2	0.0	0	0	Spanner	3/8	1	1	0																				
105	104	621/2	621/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1366		articStaccatoAbove														
105	104	311	311	0.0	1/8	1/8	Dynamic	3/8	1	1	0					p															
105	104	311	311	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1367									193							
105	104	1245/4	1245/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1368									193							
105	104	623/2	623/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1369									193							
105	104	621/2	621/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	1370		articStaccatoBelow														
105	104	311	311	1.0	1/8	1/8	Chord	3/8	1	2	1/4		1/4	1	1371		articAccentBelow														
105	104	621/2	621/2	0.0	0	0	Spanner	3/8	2	1	0																				
105	104	621/2	621/2	0.0	0	0	Spanner	3/8	2	1	0																				
105	104	621/2	621/2	0.0	0	0	Spanner	3/8	2	1	0																				14
105	104	621/2	621/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1372									194							14
105	104	311	311	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1373									194							14
105	104	623/2	623/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1374									194							14
105	104	621/2	621/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1375		articTenutoBelow														14
106	105	312	312	0.0	0	0	Spanner	3/8	1	1	0													193						21	
106	105	312	312	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1376									193						21	
106	105	625/2	625/2	0.0	1/8	1/8	Spanner	3/8	1	1	0													193							
106	105	625/2	625/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1377									193							
106	105	313	313	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1378									193							
106	105	1253/4	1253/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1379									193							
106	105	312	312	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	1380																
106	105	312	312	0.0	0	0	Spanner	3/8	2	1	0													194							
106	105	312	312	0.0	0	0	Spanner	3/8	2	1	0													194							15
106	105	312	312	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1381									194							15
106	105	625/2	625/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1382									194							15
106	105	313	313	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1383									194							15
106	105	312	312	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1384																15
107	106	627/2	627/2	0.0	0	0	Spanner	3/8	1	1	0													193						22	
107	106	627/2	627/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1385									193						22	
107	106	314	314	0.0	1/8	1/8	Spanner	3/8	1	1	0													193							
107	106	314	314	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1386									193							
107	106	629/2	629/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1387									193							
107	106	627/2	627/2	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	1388																
107	106	627/2	627/2	0.0	0	0	Spanner	3/8	2	1	0													194							
107	106	627/2	627/2	0.0	0	0	Spanner	3/8	2	1	0													194							16
107	106	627/2	627/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1389									194							16
107	106	314	314	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1390									194							16
107	106	629/2	629/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1391									194							16
107	106	627/2	627/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1392																16
108	107	315	315	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1393									193							
108	107	1261/4	1261/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1394									193							
108	107	631/2	631/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1395									193							
108	107	316	316	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1396									193							
108	107	315	315	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	1397																
108	107	315	315	0.0	0	0	Spanner	3/8	2	1	0													194							
108	107	315	315	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1398									194							
108	107	631/2	631/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1399									194							
108	107	316	316	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1400									194							
108	107	315	315	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1401																
109	108	633/2	633/2	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	1402																
109	108	633/2	633/2	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	1403																
109	108	633/2	633/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1404		articStaccatoAbove														
109	108	317	317	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	1405		articAccentAbove														
109	108	633/2	633/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	1406																
109	108	317	317	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	1407									195							
109	108	635/2	635/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	1408																
109	108	633/2	633/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1409									194							
109	108	317	317	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1410									194							
109	108	635/2	635/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1411																
109	108	633/2	633/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1412																
110	109	318	318	0.0	0	0	StaffText	3/8	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>rinforz."													
110	109	318	318	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1413		articStaccatoAbove														
110	109	637/2	637/2	0.0	1/8	1/8	Dynamic	3/8	1	1	0					p															
110	109	637/2	637/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1414									196							
110	109	1275/4	1275/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1415									196							
110	109	319	319	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1416									196							
110	109	318	318	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	1417		articStaccatoBelow														
110	109	637/2	637/2	1.0	1/8	1/8	Chord	3/8	1	2	1/4		1/4	1	1418		articAccentBelow														
110	109	318	318	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1419									197							
110	109	637/2	637/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1420									197							
110	109	319	319	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1421									197							
110	109	318	318	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1422		articTenutoBelow														
111	110	639/2	639/2	0.0	0	0	Spanner	3/8	1	1	0													196						23	
111	110	639/2	639/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1423									196						23	
111	110	320	320	0.0	1/8	1/8	Spanner	3/8	1	1	0													196							
111	110	320	320	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1424									196							
111	110	641/2	641/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1425									196							
111	110	1283/4	1283/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1426									196							
111	110	639/2	639/2	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	1427																
111	110	639/2	639/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1428									197							
111	110	320	320	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1429									197							
111	110	641/2	641/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1430									197							
111	110	639/2	639/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1431																
112	111	321	321	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1432									196							
112	111	643/2	643/2	0.0	1/8	1/8	Spanner	3/8	1	1	0													196						24	
112	111	643/2	643/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1433									196						24	
112	111	322	322	0.0	1/4	1/4	Spanner	3/8	1	1	0													196							
112	111	322	322	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1434									196							
112	111	321	321	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	1435																
112	111	321	321	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1436									197							
112	111	643/2	643/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1437									197							
112	111	322	322	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1438									197							
112	111	321	321	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1439																
113	112	645/2	645/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1440									196							
113	112	1291/4	1291/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1441									196							
113	112	323	323	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1442									196							
113	112	647/2	647/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1443									196							
113	112	645/2	645/2	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	1444																
113	112	645/2	645/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1445									197							
113	112	323	323	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1446									197							
113	112	647/2	647/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1447									197							
113	112	645/2	645/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1448																
114	113	324	324	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	1449																
114	113	324	324	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1450		articStaccatoAbove														
114	113	649/2	649/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1451		articAccentAbove							198							
114	113	325	325	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1452									198							
114	113	324	324	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	1453																
114	113	649/2	649/2	1.0	1/8	1/8	Chord	3/8	1	2	1/4		1/4	1	1454																
114	113	324	324	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1455									197							
114	113	649/2	649/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1456									197							
114	113	325	325	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1457																
